SCHOOL_YEAR_ID,TEST_PERIOD,IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,GRADE_CODE,Tested,Proficient,Proficient %,subject,CORP,NAME,COUNTY_NAME,treated
2011,Spring ISTEP+,4710,School City of Hammond,4411,George Rogers Clark Md/HS,07,208,112,0.53846153846,Math,4710,George Rogers Clark Md/HS,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4411,George Rogers Clark Md/HS,06,223,131,0.58744394618,Math,4710,George Rogers Clark Md/HS,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4411,George Rogers Clark Md/HS,08,201,126,0.62686567164,Math,4710,George Rogers Clark Md/HS,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4413,Donald E Gavit Middle/High School,07,200,106,0.53,Math,4710,Donald E Gavit Mdl/High Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4413,Donald E Gavit Middle/High School,06,200,120,0.6,Math,4710,Donald E Gavit Mdl/High Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4413,Donald E Gavit Middle/High School,08,224,140,0.625,Math,4710,Donald E Gavit Mdl/High Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4422,Joseph Hess Elementary School,03,104,70,0.67307692307,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4710,School City of Hammond,4422,Joseph Hess Elementary School,05,103,77,0.74757281553,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4710,School City of Hammond,4422,Joseph Hess Elementary School,04,107,65,0.60747663551,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4710,School City of Hammond,4425,Henry W Eggers Middle School,06,261,140,0.53639846743,Math,4710,Henry W Eggers Elem/Md Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4425,Henry W Eggers Middle School,07,229,123,0.53711790393,Math,4710,Henry W Eggers Elem/Md Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4425,Henry W Eggers Middle School,08,192,127,0.66145833333,Math,4710,Henry W Eggers Elem/Md Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4433,Charles N Scott Middle School,06,283,185,0.65371024734,Math,4710,Charles N Scott Middle School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4433,Charles N Scott Middle School,07,259,141,0.5444015444,Math,4710,Charles N Scott Middle School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4433,Charles N Scott Middle School,08,253,143,0.5652173913,Math,4710,Charles N Scott Middle School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4447,Columbia Elementary School,05,42,29,0.69047619047,Math,4710,Columbia Elementary School,Lake,NA
