Corp ID,Corp Name,Schl ID,Schl Name,year,American Indian,Asian or Pacific Islander,Black,Hispanic,Multiracial,White,Free Meals,Reduced Price Meals,Paid Meals,TOTAL ENROLLMENT,School Name,ELL N,ELL %,Special Education N,Special Education %,Total Enrollment,white_percent,free_meals_percent,reduced_meals_percent,free_reduced_meal_percent
0235,Fort Wayne Community Schools,0126,Lane Middle School,2006,3,9,194,26,20,317,214,67,288,569,Lane Middle School,0,0,110,0.19332161687170474,569,0.5571177504393673,0.37609841827768015,0.11775043936731107,0.4938488576449912
0235,Fort Wayne Community Schools,0127,Memorial Park Middle School,2006,7,5,160,56,18,377,230,75,318,623,Memorial Park Middle School,0,0,150,0.24077046548956663,623,0.6051364365971108,0.36918138041733545,0.12038523274478331,0.4895666131621188
0235,Fort Wayne Community Schools,0128,Miami Middle School,2006,3,4,246,46,23,213,310,64,161,535,Miami Middle School,5,0.009345794392523364,134,0.2504672897196262,535,0.3981308411214953,0.5794392523364486,0.11962616822429907,0.6990654205607477
0235,Fort Wayne Community Schools,0129,Northwood Middle School,2006,6,57,170,105,31,433,410,98,294,802,Northwood Middle School,93,0.11596009975062344,150,0.18703241895261846,802,0.5399002493765586,0.5112219451371571,0.12219451371571072,0.6334164588528678
0235,Fort Wayne Community Schools,0133,Portage Middle School,2006,5,7,104,75,21,398,308,93,209,610,Portage Middle School,11,0.018032786885245903,150,0.2459016393442623,610,0.6524590163934426,0.5049180327868853,0.15245901639344261,0.6573770491803279
0235,Fort Wayne Community Schools,0134,Weisser Park Elem Sch,2006,4,16,177,65,23,301,244,70,272,586,Weisser Park Elem Sch,7,0.011945392491467578,105,0.17918088737201365,586,0.5136518771331058,0.41638225255972694,0.11945392491467577,0.5358361774744027
0235,Fort Wayne Community Schools,0136,Fairfield Elementary School,2006,NA,40,215,227,34,73,474,59,56,589,Fairfield Elementary School,142,0.24108658743633277,58,0.09847198641765705,589,0.12393887945670629,0.8047538200339559,0.100169779286927,0.9049235993208828
0235,Fort Wayne Community Schools,0137,Merle J Abbett Elementary Sch,2006,1,2,94,111,33,56,238,27,32,297,Merle J Abbett Elementary Sch,58,0.19528619528619529,43,0.1447811447811448,297,0.18855218855218855,0.8013468013468014,0.09090909090909091,0.8922558922558923
0235,Fort Wayne Community Schools,0141,Adams Elementary School,2006,2,10,108,74,32,80,265,22,19,306,Adams Elementary School,39,0.12745098039215685,36,0.11764705882352941,306,0.26143790849673204,0.8660130718954249,0.0718954248366013,0.9379084967320261
0235,Fort Wayne Community Schools,0149,Bloomingdale Elementary Sch,2006,3,3,118,34,30,169,288,20,49,357,Bloomingdale Elementary Sch,6,0.01680672268907563,54,0.15126050420168066,357,0.4733893557422969,0.8067226890756303,0.056022408963585436,0.8627450980392157
0235,Fort Wayne Community Schools,0151,Bunche Elementary School,2006,1,9,70,11,27,185,90,31,182,303,Bunche Elementary School,0,0,30,0.09900990099009901,303,0.6105610561056105,0.297029702970297,0.10231023102310231,0.39933993399339934
0235,Fort Wayne Community Schools,0153,Brentwood Elementary School,2006,4,26,121,27,36,246,208,49,203,460,Brentwood Elementary School,11,0.02391304347826087,141,0.3065217391304348,460,0.5347826086956522,0.45217391304347826,0.10652173913043478,0.558695652173913
0235,Fort Wayne Community Schools,0154,Fred H Croninger Elem Sch,2006,2,8,99,21,20,390,82,33,425,540,Fred H Croninger Elem Sch,0,0,48,0.08888888888888889,540,0.7222222222222222,0.15185185185185185,0.06111111111111111,0.21296296296296297
0235,Fort Wayne Community Schools,0157,Forest Park Elementary School,2006,3,20,166,53,45,407,394,59,241,694,Forest Park Elementary School,47,0.06772334293948126,112,0.16138328530259366,694,0.5864553314121037,0.5677233429394812,0.08501440922190202,0.6527377521613833
0235,Fort Wayne Community Schools,0161,Franke Park Elementary School,2006,5,33,91,72,35,347,335,44,204,583,Franke Park Elementary School,80,0.137221269296741,60,0.10291595197255575,583,0.5951972555746141,0.5746140651801029,0.07547169811320754,0.6500857632933105
0235,Fort Wayne Community Schools,0162,Glenwood Park Elementary Sch,2006,4,10,110,14,35,364,149,55,333,537,Glenwood Park Elementary Sch,1,0.00186219739292365,56,0.1042830540037244,537,0.6778398510242085,0.2774674115456238,0.10242085661080075,0.37988826815642457
0235,Fort Wayne Community Schools,0164,J Wilbur Haley Elementary Sch,2006,2,6,143,21,41,378,231,62,298,591,J Wilbur Haley Elementary Sch,1,0.001692047377326565,114,0.19289340101522842,591,0.6395939086294417,0.39086294416243655,0.10490693739424704,0.4957698815566836
0235,Fort Wayne Community Schools,0177,Wayne High School,2006,3,6,360,77,8,550,457,83,464,1004,Wayne High School,0,0,256,0.2549800796812749,1004,0.547808764940239,0.4551792828685259,0.08266932270916334,0.5378486055776892
0235,Fort Wayne Community Schools,0178,Harrison Hill Elementary Sch,2006,3,10,201,106,54,237,323,67,221,611,Harrison Hill Elementary Sch,18,0.029459901800327332,80,0.1309328968903437,611,0.3878887070376432,0.5286415711947627,0.10965630114566285,0.6382978723404256
0235,Fort Wayne Community Schools,0186,Mabel K Holland Elem Sch,2006,2,22,103,37,36,349,240,74,235,549,Mabel K Holland Elem Sch,7,0.012750455373406194,120,0.2185792349726776,549,0.6357012750455373,0.4371584699453552,0.13479052823315119,0.5719489981785064
0235,Fort Wayne Community Schools,0189,Indian Village Elementary Sch,2006,3,5,82,70,29,200,210,32,147,389,Indian Village Elementary Sch,46,0.11825192802056556,117,0.30077120822622105,389,0.5141388174807198,0.5398457583547558,0.08226221079691516,0.622107969151671
0235,Fort Wayne Community Schools,0193,John S Irwin Elementary Sch,2006,5,4,88,34,12,159,131,25,146,302,John S Irwin Elementary Sch,1,0.0033112582781456954,40,0.13245033112582782,302,0.5264900662251656,0.4337748344370861,0.08278145695364239,0.5165562913907285
0235,Fort Wayne Community Schools,0197,Lindley Elementary School,2006,4,11,96,140,24,178,231,64,158,453,Lindley Elementary School,8,0.017660044150110375,58,0.1280353200883002,453,0.39293598233995586,0.5099337748344371,0.141280353200883,0.6512141280353201
0235,Fort Wayne Community Schools,0205,Maplewood Elementary School,2006,3,9,125,76,18,167,209,52,137,398,Maplewood Elementary School,42,0.10552763819095477,60,0.1507537688442211,398,0.41959798994974873,0.5251256281407035,0.1306532663316583,0.6557788944723618
0235,Fort Wayne Community Schools,0209,Willard Shambaugh Elem Sch,2006,5,3,67,28,23,348,151,41,282,474,Willard Shambaugh Elem Sch,1,0.002109704641350211,71,0.14978902953586498,474,0.7341772151898734,0.31856540084388185,0.08649789029535865,0.4050632911392405
0235,Fort Wayne Community Schools,0213,Nebraska Elementary School,2006,3,NA,86,22,24,159,212,38,44,294,Nebraska Elementary School,1,0.003401360544217687,58,0.19727891156462585,294,0.5408163265306123,0.7210884353741497,0.1292517006802721,0.8503401360544217
0235,Fort Wayne Community Schools,0217,Northcrest Elementary School,2006,1,42,137,79,26,176,271,55,135,461,Northcrest Elementary School,120,0.2603036876355748,64,0.13882863340563992,461,0.38177874186550975,0.5878524945770065,0.1193058568329718,0.7071583514099783
0235,Fort Wayne Community Schools,0219,Northrop High School,2006,7,51,370,90,24,1654,544,156,1496,2196,Northrop High School,13,0.005919854280510018,338,0.15391621129326047,2196,0.7531876138433515,0.24772313296903462,0.07103825136612021,0.31876138433515483
0235,Fort Wayne Community Schools,0221,Francis M Price Elem Sch,2006,NA,3,48,23,25,408,205,57,245,507,Francis M Price Elem Sch,1,0.0019723865877712033,90,0.17751479289940827,507,0.8047337278106509,0.40433925049309666,0.11242603550295859,0.5167652859960552
0235,Fort Wayne Community Schools,0233,Saint Joseph Central School,2006,NA,6,71,3,15,366,112,36,313,461,Saint Joseph Central School,1,0.0021691973969631237,58,0.12581344902386118,461,0.7939262472885033,0.24295010845986983,0.07809110629067245,0.3210412147505423
0235,Fort Wayne Community Schools,0239,Robert C Harris Elem Sch,2006,2,5,64,23,17,307,114,50,254,418,Robert C Harris Elem Sch,0,0,79,0.18899521531100477,418,0.7344497607655502,0.2727272727272727,0.11961722488038277,0.3923444976076555
0235,Fort Wayne Community Schools,0240,Shawnee Middle School,2006,1,35,128,42,24,457,241,58,388,687,Shawnee Middle School,0,0,96,0.13973799126637554,687,0.6652110625909753,0.3508005822416303,0.08442503639010189,0.43522561863173215
0235,Fort Wayne Community Schools,0241,Whitney M Young Early Childhood,2006,3,10,65,35,21,122,92,37,127,256,Whitney M Young Early Childhood,3,0.01171875,41,0.16015625,256,0.4765625,0.359375,0.14453125,0.50390625
0235,Fort Wayne Community Schools,0249,Levan R Scott Academy,2006,4,2,91,73,25,51,173,36,37,246,Levan R Scott Academy,16,0.06504065040650407,45,0.18292682926829268,246,0.2073170731707317,0.7032520325203252,0.14634146341463414,0.8495934959349594
0235,Fort Wayne Community Schools,0253,South Wayne Elementary School,2006,NA,2,121,111,45,109,306,33,49,388,South Wayne Elementary School,39,0.10051546391752578,50,0.12886597938144329,388,0.2809278350515464,0.788659793814433,0.08505154639175258,0.8737113402061856
0235,Fort Wayne Community Schools,0257,Study Elementary School,2006,NA,4,117,82,30,125,266,31,61,358,Study Elementary School,44,0.12290502793296089,62,0.17318435754189945,358,0.34916201117318435,0.7430167597765364,0.08659217877094973,0.8296089385474861
0235,Fort Wayne Community Schools,0265,Washington Elem School,2006,2,3,64,27,17,81,170,9,15,194,Washington Elem School,0,0,37,0.19072164948453607,194,0.4175257731958763,0.8762886597938144,0.04639175257731959,0.9226804123711341
0235,Fort Wayne Community Schools,0269,Washington Center Elem Sch,2006,5,21,62,28,25,399,172,39,329,540,Washington Center Elem Sch,6,0.011111111111111112,66,0.12222222222222222,540,0.7388888888888889,0.31851851851851853,0.07222222222222222,0.3907407407407407
0235,Fort Wayne Community Schools,0270,Lincoln Elementary School,2006,3,26,152,46,43,371,279,48,314,641,Lincoln Elementary School,10,0.015600624024960999,81,0.12636505460218408,641,0.5787831513260531,0.43525741029641185,0.0748829953198128,0.5101404056162246
0235,Fort Wayne Community Schools,0273,Waynedale Elementary School,2006,NA,2,109,17,23,244,193,41,161,395,Waynedale Elementary School,0,0,69,0.17468354430379746,395,0.6177215189873417,0.48860759493670886,0.10379746835443038,0.5924050632911393
0235,Fort Wayne Community Schools,0275,Arlington Elementary School,2006,NA,9,89,17,17,317,126,32,291,449,Arlington Elementary School,4,0.008908685968819599,90,0.20044543429844097,449,0.7060133630289532,0.2806236080178174,0.07126948775055679,0.3518930957683742
0255,East Allen County Schools,0279,Paul Harding High School,2006,NA,4,467,17,30,60,317,61,200,578,Paul Harding High School,2,0.0034602076124567475,114,0.1972318339100346,578,0.10380622837370242,0.5484429065743944,0.10553633217993079,0.6539792387543253
0255,East Allen County Schools,0281,Hoagland Elementary School,2006,2,1,55,17,27,296,139,63,196,398,Hoagland Elementary School,2,0.005025125628140704,75,0.1884422110552764,398,0.7437185929648241,0.3492462311557789,0.15829145728643215,0.507537688442211
0255,East Allen County Schools,0285,Woodlan Jr/Sr High School,2006,2,5,6,8,6,731,97,46,615,758,Woodlan Jr/Sr High School,9,0.011873350923482849,47,0.06200527704485488,758,0.9643799472295514,0.1279683377308707,0.06068601583113457,0.18865435356200527
0255,East Allen County Schools,0289,Woodburn Elementary School,2006,NA,1,NA,4,11,351,78,35,254,367,Woodburn Elementary School,0,0,44,0.11989100817438691,367,0.9564032697547684,0.2125340599455041,0.09536784741144415,0.3079019073569482
0255,East Allen County Schools,0291,Cedarville Elementary Sch,2006,1,4,5,11,13,603,24,14,599,637,Cedarville Elementary Sch,3,0.004709576138147566,59,0.09262166405023547,637,0.9466248037676609,0.03767660910518053,0.02197802197802198,0.059654631083202514
0255,East Allen County Schools,0297,New Haven High School,2006,2,12,55,61,27,826,204,80,699,983,New Haven High School,34,0.03458799593082401,109,0.11088504577822991,983,0.8402848423194303,0.20752797558494404,0.08138351983723296,0.28891149542217703
0255,East Allen County Schools,0301,New Haven Middle School,2006,NA,17,28,59,20,520,180,80,384,644,New Haven Middle School,42,0.06521739130434782,88,0.13664596273291926,644,0.8074534161490683,0.2795031055900621,0.12422360248447205,0.40372670807453415
0255,East Allen County Schools,0303,Prince Chapman Academy,2006,6,4,411,18,44,56,317,80,142,539,Prince Chapman Academy,1,0.0018552875695732839,88,0.16326530612244897,539,0.1038961038961039,0.588126159554731,0.14842300556586271,0.7365491651205937
0255,East Allen County Schools,0305,Meadowbrook Elementary School,2006,2,5,56,16,37,205,146,67,108,321,Meadowbrook Elementary School,0,0,57,0.17757009345794392,321,0.6386292834890965,0.45482866043613707,0.2087227414330218,0.6635514018691588
0255,East Allen County Schools,0309,New Haven Elementary School,2006,1,7,18,16,23,353,138,43,237,418,New Haven Elementary School,1,0.0023923444976076554,63,0.1507177033492823,418,0.8444976076555024,0.33014354066985646,0.10287081339712918,0.43301435406698563
0255,East Allen County Schools,0310,Southwick Elementary School,2006,1,26,342,78,50,53,297,74,179,550,Southwick Elementary School,51,0.09272727272727273,81,0.14727272727272728,550,0.09636363636363636,0.54,0.13454545454545455,0.6745454545454546
0255,East Allen County Schools,0317,Village Elementary School,2006,NA,NA,296,13,33,22,259,36,69,364,Village Elementary School,3,0.008241758241758242,72,0.1978021978021978,364,0.06043956043956044,0.7115384615384616,0.0989010989010989,0.8104395604395604
0365,Bartholomew Con School Corp,0328,Clifty Creek Elementary Sch,2006,1,12,21,96,18,427,254,40,281,575,Clifty Creek Elementary Sch,92,0.16,86,0.14956521739130435,575,0.7426086956521739,0.44173913043478263,0.06956521739130435,0.5113043478260869
0365,Bartholomew Con School Corp,0345,Lincoln Elementary School,2006,NA,2,7,7,18,184,160,29,29,218,Lincoln Elementary School,8,0.03669724770642202,53,0.24311926605504589,218,0.8440366972477065,0.7339449541284404,0.13302752293577982,0.8669724770642202
0365,Bartholomew Con School Corp,0353,Mount Healthy Elementary Sch,2006,NA,2,NA,1,3,376,82,54,246,382,Mount Healthy Elementary Sch,1,0.002617801047120419,64,0.16753926701570682,382,0.9842931937172775,0.21465968586387435,0.14136125654450263,0.35602094240837695
0365,Bartholomew Con School Corp,0357,Parkside Elementary School,2006,2,49,15,41,34,563,136,34,534,704,Parkside Elementary School,39,0.05539772727272727,110,0.15625,704,0.7997159090909091,0.19318181818181818,0.048295454545454544,0.24147727272727273
0365,Bartholomew Con School Corp,0363,W D Richards Elementary Sch,2006,NA,21,10,23,24,526,101,37,466,604,W D Richards Elementary Sch,28,0.046357615894039736,77,0.12748344370860928,604,0.8708609271523179,0.1672185430463576,0.061258278145695365,0.22847682119205298
0365,Bartholomew Con School Corp,0366,Rockcreek Elementary School,2006,NA,NA,1,2,5,316,46,33,245,324,Rockcreek Elementary School,0,0,41,0.12654320987654322,324,0.9753086419753086,0.1419753086419753,0.10185185185185185,0.24382716049382716
0365,Bartholomew Con School Corp,0369,Lillian Schmitt Elem School,2006,1,4,17,23,61,633,267,72,400,739,Lillian Schmitt Elem School,29,0.03924221921515562,90,0.12178619756427606,739,0.8565629228687416,0.36129905277401897,0.09742895805142084,0.4587280108254398
0365,Bartholomew Con School Corp,0371,L F Smith Elementary,2006,2,9,17,12,42,396,149,64,265,478,L F Smith Elementary,15,0.03138075313807531,63,0.13179916317991633,478,0.8284518828451883,0.3117154811715481,0.13389121338912133,0.4456066945606695
0365,Bartholomew Con School Corp,0374,Fodrea Community School,2006,1,15,12,35,18,257,195,45,98,338,Fodrea Community School,32,0.09467455621301775,63,0.1863905325443787,338,0.7603550295857988,0.5769230769230769,0.13313609467455623,0.7100591715976331
0365,Bartholomew Con School Corp,0377,Taylorsville Elem School,2006,3,2,3,39,25,502,218,76,280,574,Taylorsville Elem School,30,0.05226480836236934,101,0.1759581881533101,574,0.8745644599303136,0.3797909407665505,0.13240418118466898,0.5121951219512195
0365,Bartholomew Con School Corp,0390,Central Middle School,2006,1,14,16,28,29,726,237,80,497,814,Central Middle School,31,0.038083538083538086,111,0.13636363636363635,814,0.8918918918918919,0.29115479115479115,0.09828009828009827,0.3894348894348894
0365,Bartholomew Con School Corp,0392,Southside Elementary School,2006,2,34,2,36,17,753,123,55,666,844,Southside Elementary School,37,0.04383886255924171,98,0.11611374407582939,844,0.8921800947867299,0.1457345971563981,0.06516587677725119,0.2109004739336493
0365,Bartholomew Con School Corp,0395,Northside Middle School,2006,NA,12,24,51,35,832,214,86,654,954,Northside Middle School,40,0.041928721174004195,134,0.14046121593291405,954,0.8721174004192872,0.22431865828092243,0.09014675052410902,0.31446540880503143
0365,Bartholomew Con School Corp,0397,Columbus North High School,2006,5,37,29,60,43,1773,299,131,1517,1947,Columbus North High School,45,0.023112480739599383,201,0.10323574730354391,1947,0.9106317411402157,0.15356959424756034,0.06728299948638931,0.22085259373394966
0365,Bartholomew Con School Corp,0399,Columbus East High School,2006,NA,16,44,58,41,1264,259,91,1073,1423,Columbus East High School,59,0.04146170063246662,178,0.12508784258608574,1423,0.8882642304989459,0.1820098383696416,0.06394940267041462,0.24595924104005623
0370,Flat Rock-Hawcreek School Corp,0409,Hope Intermediate School,2006,2,1,NA,2,5,319,87,33,209,329,Hope Intermediate School,0,0,70,0.2127659574468085,329,0.9696048632218845,0.26443768996960487,0.10030395136778116,0.364741641337386
0370,Flat Rock-Hawcreek School Corp,0410,Hauser Jr-Sr High School,2006,NA,1,NA,1,9,555,114,73,379,566,Hauser Jr-Sr High School,3,0.00530035335689046,97,0.17137809187279152,566,0.980565371024735,0.20141342756183744,0.12897526501766785,0.3303886925795053
0370,Flat Rock-Hawcreek School Corp,0413,Cross Cliff Primary School,2006,1,NA,NA,1,7,243,59,25,168,252,Cross Cliff Primary School,0,0,67,0.26587301587301587,252,0.9642857142857143,0.23412698412698413,0.0992063492063492,0.3333333333333333
0395,Benton Community School Corp,0421,Otterbein Elementary School,2006,2,3,NA,5,6,325,78,35,228,341,Otterbein Elementary School,0,0,3,0.008797653958944282,341,0.9530791788856305,0.2287390029325513,0.10263929618768329,0.3313782991202346
0395,Benton Community School Corp,0425,Fowler Elementary School,2006,NA,1,4,13,11,314,145,48,150,343,Fowler Elementary School,0,0,3,0.008746355685131196,343,0.9154518950437318,0.4227405247813411,0.13994169096209913,0.5626822157434402
0395,Benton Community School Corp,0433,Boswell Elementary School,2006,NA,2,NA,37,8,115,66,27,69,162,Boswell Elementary School,3,0.018518518518518517,0,0,162,0.7098765432098766,0.4074074074074074,0.16666666666666666,0.5740740740740741
0395,Benton Community School Corp,0441,Oxford Elementary School,2006,2,NA,NA,3,2,158,37,18,110,165,Oxford Elementary School,0,0,0,0,165,0.9575757575757575,0.22424242424242424,0.10909090909090909,0.3333333333333333
0395,Benton Community School Corp,0445,Benton Central Jr-Sr High Sch,2006,2,NA,7,51,12,939,198,100,713,1011,Benton Central Jr-Sr High Sch,0,0,3,0.002967359050445104,1011,0.9287833827893175,0.19584569732937684,0.09891196834817013,0.29475766567754697
0515,Blackford County Schools,0485,Montpelier School,2006,3,NA,NA,1,11,481,162,55,279,496,Montpelier School,0,0,72,0.14516129032258066,496,0.969758064516129,0.32661290322580644,0.11088709677419355,0.4375
0515,Blackford County Schools,0489,Blackford High School,2006,1,2,NA,6,9,715,185,71,477,733,Blackford High School,0,0,112,0.15279672578444747,733,0.975443383356071,0.252387448840382,0.09686221009549795,0.34924965893587995
0515,Blackford County Schools,0491,Blackford Junior High School,2006,3,3,1,4,6,370,129,31,227,387,Blackford Junior High School,1,0.002583979328165375,78,0.20155038759689922,387,0.9560723514211886,0.3333333333333333,0.08010335917312661,0.4134366925064599
0515,Blackford County Schools,0494,North Side Elementary School,2006,1,2,NA,1,5,341,124,43,183,350,North Side Elementary School,0,0,62,0.17714285714285713,350,0.9742857142857143,0.35428571428571426,0.12285714285714286,0.47714285714285715
0515,Blackford County Schools,0501,Southside Elementary School,2006,NA,2,NA,3,4,324,136,33,164,333,Southside Elementary School,0,0,63,0.1891891891891892,333,0.972972972972973,0.4084084084084084,0.0990990990990991,0.5075075075075075
0630,Zionsville Community Schools,0510,Zionsville West Middle School,2006,2,9,5,6,7,183,11,7,194,212,Zionsville West Middle School,1,0.0047169811320754715,34,0.16037735849056603,212,0.8632075471698113,0.05188679245283019,0.0330188679245283,0.08490566037735849
0630,Zionsville Community Schools,0511,Zionsville Middle School,2006,9,40,13,52,22,1236,42,27,1303,1372,Zionsville Middle School,1,7.288629737609329e-4,167,0.1217201166180758,1372,0.9008746355685131,0.030612244897959183,0.01967930029154519,0.05029154518950437
0630,Zionsville Community Schools,0512,Zionsville Community High Sch,2006,6,28,5,20,21,1292,25,13,1334,1372,Zionsville Community High Sch,0,0,150,0.10932944606413994,1372,0.9416909620991254,0.018221574344023325,0.009475218658892129,0.027696793002915453
0630,Zionsville Community Schools,0513,Pleasant View Lower Elem Sch,2006,6,14,1,8,8,418,10,4,441,455,Pleasant View Lower Elem Sch,0,0,123,0.2703296703296703,455,0.9186813186813186,0.02197802197802198,0.008791208791208791,0.03076923076923077
0630,Zionsville Community Schools,0514,Eagle Elementary School,2006,NA,18,7,10,15,362,14,10,388,412,Eagle Elementary School,3,0.007281553398058253,69,0.16747572815533981,412,0.8786407766990292,0.03398058252427184,0.024271844660194174,0.05825242718446602
0630,Zionsville Community Schools,0517,Zionsville Pleasant View Elem Sch,2006,4,4,1,6,2,277,2,NA,292,294,Zionsville Pleasant View Elem Sch,0,0,80,0.272108843537415,294,0.9421768707482994,0.006802721088435374,NA,NA
0615,Western Boone Co Com Sch Dist,0521,Granville Wells Elem School,2006,1,NA,2,3,2,537,74,13,458,545,Granville Wells Elem School,0,0,85,0.1559633027522936,545,0.9853211009174312,0.13577981651376148,0.023853211009174313,0.1596330275229358
0670,Brown County School Corporation,0529,Nashville Elementary School,2006,NA,NA,2,NA,6,251,48,38,173,259,Nashville Elementary School,0,0,42,0.16216216216216217,259,0.9691119691119691,0.18532818532818532,0.14671814671814673,0.33204633204633205
0665,Lebanon Community School Corp,0534,Perry Worth Elementary School,2006,2,NA,NA,4,6,316,69,20,239,328,Perry Worth Elementary School,0,0,77,0.2347560975609756,328,0.9634146341463414,0.21036585365853658,0.06097560975609756,0.27134146341463417
0615,Western Boone Co Com Sch Dist,0537,Thorntown Elementary School,2006,NA,1,1,9,8,434,77,36,340,453,Thorntown Elementary School,0,0,98,0.2163355408388521,453,0.9580573951434879,0.16997792494481237,0.07947019867549669,0.24944812362030905
0615,Western Boone Co Com Sch Dist,0539,Western Boone Jr-Sr High School,2006,5,3,1,2,5,872,116,26,746,888,Western Boone Jr-Sr High School,0,0,104,0.11711711711711711,888,0.9819819819819819,0.13063063063063063,0.02927927927927928,0.15990990990990991
0630,Zionsville Community Schools,0541,Union Elementary School,2006,NA,3,NA,6,2,129,11,1,128,140,Union Elementary School,2,0.014285714285714285,29,0.20714285714285716,140,0.9214285714285714,0.07857142857142857,0.007142857142857143,0.08571428571428572
0630,Zionsville Community Schools,0542,Stonegate Elementary,2006,4,21,6,16,20,496,13,6,544,563,Stonegate Elementary,13,0.023090586145648313,93,0.16518650088809947,563,0.8809946714031972,0.023090586145648313,0.010657193605683837,0.03374777975133215
0665,Lebanon Community School Corp,0553,Lebanon Senior High School,2006,3,3,NA,18,14,986,NA,NA,1024,1024,Lebanon Senior High School,6,0.005859375,166,0.162109375,1024,0.962890625,NA,NA,NA
0665,Lebanon Community School Corp,0557,Lebanon Middle School,2006,1,5,3,12,13,792,NA,NA,826,826,Lebanon Middle School,5,0.006053268765133172,157,0.1900726392251816,826,0.9588377723970944,NA,NA,NA
0665,Lebanon Community School Corp,0561,Central Elementary School,2006,NA,6,NA,1,3,368,NA,NA,378,378,Central Elementary School,0,0,62,0.164021164021164,378,0.9735449735449735,NA,NA,NA
0665,Lebanon Community School Corp,0565,Harney Elementary School,2006,NA,4,NA,15,7,427,NA,NA,453,453,Harney Elementary School,4,0.008830022075055188,113,0.24944812362030905,453,0.9426048565121413,NA,NA,NA
0665,Lebanon Community School Corp,0569,Hattie B Stokes Elementary School,2006,1,NA,NA,15,23,501,NA,NA,540,540,Hattie B Stokes Elementary School,8,0.014814814814814815,138,0.25555555555555554,540,0.9277777777777778,NA,NA,NA
0670,Brown County School Corporation,0573,Brown County High School,2006,2,4,NA,5,7,727,113,64,568,745,Brown County High School,0,0,85,0.11409395973154363,745,0.9758389261744966,0.15167785234899328,0.08590604026845637,0.23758389261744967
0670,Brown County School Corporation,0577,Van Buren Elementary School,2006,2,4,2,1,7,272,57,29,202,288,Van Buren Elementary School,0,0,44,0.1527777777777778,288,0.9444444444444444,0.19791666666666666,0.10069444444444445,0.2986111111111111
0670,Brown County School Corporation,0581,Helmsburg Elementary School,2006,NA,1,NA,1,8,292,103,35,164,302,Helmsburg Elementary School,0,0,62,0.2052980132450331,302,0.9668874172185431,0.34105960264900664,0.11589403973509933,0.45695364238410596
0670,Brown County School Corporation,0585,Sprunica Elementary School,2006,NA,1,NA,NA,2,305,77,18,213,308,Sprunica Elementary School,0,0,59,0.19155844155844157,308,0.9902597402597403,0.25,0.05844155844155844,0.30844155844155846
0670,Brown County School Corporation,0587,Brown County Junior High,2006,NA,2,NA,1,1,366,77,26,267,370,Brown County Junior High,0,0,61,0.16486486486486487,370,0.9891891891891892,0.20810810810810812,0.07027027027027027,0.27837837837837837
0755,Delphi Community School Corp,0597,Camden Elementary School,2006,NA,NA,NA,4,1,234,NA,NA,239,239,Camden Elementary School,1,0.0041841004184100415,32,0.13389121338912133,239,0.9790794979079498,NA,NA,NA
0755,Delphi Community School Corp,0609,Delphi Community Middle Sch,2006,1,1,1,27,1,356,NA,NA,387,387,Delphi Community Middle Sch,20,0.05167958656330749,66,0.17054263565891473,387,0.9198966408268734,NA,NA,NA
0750,Carroll Consolidated Sch Corp,0621,Carroll Jr-Sr High Sch,2006,1,2,2,5,9,527,66,52,428,546,Carroll Jr-Sr High Sch,6,0.01098901098901099,38,0.0695970695970696,546,0.9652014652014652,0.12087912087912088,0.09523809523809523,0.21611721611721613
0750,Carroll Consolidated Sch Corp,0629,Carroll Elementary,2006,4,NA,1,2,17,603,146,45,436,627,Carroll Elementary,1,0.001594896331738437,80,0.12759170653907495,627,0.9617224880382775,0.23285486443381181,0.07177033492822966,0.30462519936204147
0755,Delphi Community School Corp,0637,Delphi Community High School,2006,1,1,NA,28,NA,532,NA,NA,562,562,Delphi Community High School,17,0.030249110320284697,80,0.1423487544483986,562,0.9466192170818505,NA,NA,NA
0755,Delphi Community School Corp,0641,Delphi Community Elementary School,2006,NA,NA,NA,51,16,467,175,55,304,534,Delphi Community Elementary School,38,0.07116104868913857,78,0.14606741573033707,534,0.8745318352059925,0.32771535580524347,0.10299625468164794,0.4307116104868914
0775,Pioneer Regional School Corp,0645,Pioneer Jr-Sr High School,2006,NA,2,1,NA,NA,495,71,34,393,498,Pioneer Jr-Sr High School,1,0.002008032128514056,26,0.05220883534136546,498,0.9939759036144579,0.142570281124498,0.06827309236947791,0.21084337349397592
0775,Pioneer Regional School Corp,0649,Pioneer Elementary School,2006,1,1,NA,8,10,530,113,59,378,550,Pioneer Elementary School,1,0.0018181818181818182,73,0.13272727272727272,550,0.9636363636363636,0.20545454545454545,0.10727272727272727,0.31272727272727274
0815,Southeastern School Corp,0673,Galveston Elementary School,2006,3,NA,NA,12,13,285,66,30,217,313,Galveston Elementary School,0,0,50,0.1597444089456869,313,0.9105431309904153,0.2108626198083067,0.09584664536741214,0.30670926517571884
0815,Southeastern School Corp,0689,Lewis Cass Jr-Sr High School,2006,3,4,6,37,9,743,72,39,691,802,Lewis Cass Jr-Sr High School,20,0.02493765586034913,86,0.10723192019950124,802,0.92643391521197,0.08977556109725686,0.048628428927680795,0.13840399002493767
0815,Southeastern School Corp,0695,Thompson Elementary School,2006,1,NA,1,44,5,440,78,38,375,491,Thompson Elementary School,24,0.048879837067209775,64,0.13034623217922606,491,0.8961303462321792,0.15885947046843177,0.07739307535641547,0.23625254582484725
