fips_county,county_name.x,NAME,year,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRHAND,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRHAND,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,FEDRSPEC,STRSPEC,CSA,CBSA,NCESID,county_name.y
019,Clark,WEST CLARK COMMUNITY SCHOOL DISTRICT,2010,4190,50963,2709,613,NA,731,1365,25798,22517,NA,0,3225,22456,15082,14282,0,1698,239,1873,3564,37501,33378,19808,8725,20644,14195,6039,10958,788,877,702,1980,6611,1776,2483,1232,408,80263,349,2927,100,5.3,1.2,50.6,44.2,44.1,29.6,3.8,3.7,7966,4727,2082,4927,3388,1441,2615,188,209,168,473,0,56,350,31140,1809370,Clark
021,Clay,CLAY COMMUNITY SCHOOL DISTRICT,2010,4525,49226,5322,1207,NA,1152,1864,30966,26967,NA,0,3897,12938,9347,9347,0,1714,1,1141,735,50011,39984,22854,11808,24933,16114,8229,12874,1327,1247,672,2363,7265,2177,9363,9,655,25022,21695,3184,100,10.8,2.5,62.9,54.8,26.3,19,3.5,2.3,8808,5051,2610,5510,3561,1819,2845,293,276,149,522,1099,102,N,45460,1800840,Clay
023,Clinton,FRANKFORT COMMUNITY SCHOOL DISTRICT,2010,3226,40376,9275,997,NA,1263,3268,22688,19661,NA,0,2947,8413,4552,4552,0,1331,1550,533,447,34607,30141,18209,7733,17467,11808,5178,11330,2882,1209,499,1738,5002,1344,1916,569,1981,45771,295,2147,100,23,2.5,56.2,48.7,20.8,11.3,7.1,1.3,9306,5644,2397,5414,3660,1605,3512,893,375,155,539,3747,80,320,23140,1803660,Clinton
023,Clinton,CLINTON CENTRAL SCHOOL CORPORATION,2010,1069,11083,1580,246,NA,198,934,7172,6241,NA,0,914,2331,1315,1315,0,344,0,453,219,11283,10174,5557,3134,5708,3876,1610,3991,275,185,264,585,2682,475,794,197,118,3145,0,253,100,14.3,2.2,64.7,56.3,21,11.9,3.1,4.1,9514,5198,2932,5340,3626,1506,3733,257,173,247,547,202,17,320,23140,1802130,Clinton
023,Clinton,CLINTON PRAIRIE SCHOOL CORPORATION,2010,974,11840,861,117,NA,157,392,6963,5960,NA,0,989,4016,2959,2959,0,492,0,444,121,10612,9643,5740,2690,5593,3729,1716,3559,384,144,269,539,2223,491,751,179,39,12917,0,1110,100,7.3,1,58.8,50.3,33.9,25,4.2,3.8,9864,5893,2762,5742,3829,1762,3654,394,148,276,553,195,14,320,23140,1802160,Clinton
023,Clinton,ROSSVILLE CONSOLIDATED SCHOOL DISTRICT,2010,1042,10090,799,111,NA,145,361,6319,5570,NA,0,737,2972,1976,1976,0,374,147,443,32,8664,8039,4659,2132,4940,3224,1601,2708,185,225,346,456,1496,391,423,173,29,5511,0,567,100,7.9,1.1,62.6,55.2,29.5,19.6,5.2,4.4,7714,4471,2046,4741,3094,1536,2599,178,216,332,438,182,12,320,23140,1809720,Clinton
025,Crawford,CRAWFORD COUNTY COMMUNITY SCHOOL CORPORATION,2010,1604,22350,2756,949,NA,548,1259,12406,10948,NA,0,1426,7188,5364,5364,0,516,0,554,754,19546,16694,8517,5218,9850,5980,3516,5998,296,604,571,1386,3141,846,1035,878,939,17606,0,1165,100,12.3,4.2,55.5,49,32.2,24,2.3,2.5,10397,5310,3253,6141,3728,2192,3739,185,377,356,864,0,32,N,N,1802440,Crawford
027,Daviess,BARR-REEVE COMMUNITY SCHOOL INC,2010,723,8781,1039,722,NA,79,238,4765,4207,NA,0,557,2977,2323,2323,0,302,0,322,30,7974,6856,3808,1950,4143,2753,1298,2361,237,275,300,428,1121,352,473,494,151,3120,0,522,100,11.8,8.2,54.3,47.9,33.9,26.5,3.4,3.7,9432,5267,2697,5730,3808,1795,3266,328,380,415,592,0,1,N,47780,1800330,Daviess
027,Daviess,WASHINGTON COMMUNITY SCHOOL INC,2010,2510,28484,2489,904,NA,655,930,17583,15174,NA,0,2361,8412,6615,6615,0,1005,0,561,231,24914,20122,11164,6146,11517,7777,3500,7580,1035,633,348,1406,4158,1025,1558,2005,1229,28624,0,1559,100,8.7,3.2,61.7,53.3,29.5,23.2,3.5,2,8013,4448,2449,4588,3098,1394,3020,412,252,139,560,0,48,N,47780,1812450,Daviess
083,Knox,TWIN RIVERS VOCATIONAL AREA,2010,0,2099,557,0,NA,0,557,16,0,NA,0,16,1526,0,0,0,0,947,32,547,1618,1343,475,181,860,293,99,393,198,0,190,0,5,90,275,0,0,0,0,0,100,26.5,0,0.8,0,72.7,0,45.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,N,47180,1811600,Knox
027,Daviess,DAVIESS-MARTIN SPECIAL EDUCATION COOPERATIVE,2010,0,6586,2152,0,NA,0,772,262,0,NA,0,86,4172,0,0,0,0,4164,0,8,5635,5545,3303,1594,4103,2899,935,1442,1136,11,7,0,288,0,90,0,0,0,0,0,100,32.7,0,4,0,63.3,0,63.2,0,0,0,0,0,0,0,0,0,0,0,0,1380,176,N,47780,1802580,Daviess
027,Daviess,NORTH DAVIESS COMMUNITY SCHOOL DISTRICT,2010,1096,14707,1220,626,NA,221,373,8195,7290,NA,0,880,5292,4249,4249,0,574,0,369,100,11184,9955,5091,3024,5942,3669,2204,3543,232,331,230,657,2093,470,676,531,22,10869,0,836,100,8.3,4.3,55.7,49.6,36,28.9,3.9,2.5,9075,4645,2759,5422,3348,2011,3233,212,302,210,599,0,25,N,47780,1807710,Daviess
029,Dearborn,SOUTH DEARBORN COMMUNITY SCHOOL CORPORATION,2010,2979,33545,1998,701,NA,545,752,19305,16886,NA,0,2380,12242,6844,6844,0,913,0,774,3711,30749,26073,14309,6971,16973,10760,5959,8005,516,665,244,1259,5321,1095,1154,1778,1744,42265,0,1844,100,6,2.1,57.5,50.3,36.5,20.4,2.7,2.3,8738,4803,2340,5698,3612,2000,2687,173,223,82,423,0,39,178,17140,1800240,Dearborn
029,Dearborn,LAWRENCEBURG COMMUNITY SCHOOL CORPORATION,2010,1776,21284,1282,358,NA,384,540,12712,11120,NA,0,1571,7290,4823,4823,0,213,580,356,1318,18377,15470,9158,3560,8825,6287,2252,5988,665,484,385,1242,3212,657,1388,677,842,18567,0,830,100,6,1.7,59.7,52.2,34.3,22.7,3.7,1.7,8696,5157,2005,4969,3540,1268,3372,374,273,217,699,0,21,178,17140,1805700,Dearborn
029,Dearborn,SUNMAN-DEARBORN COMMUNITY CORPORATION SCHOOL DISTRICT,2010,4190,59233,6897,380,NA,476,2709,27366,23949,NA,0,3253,24970,12993,12993,0,2009,6020,1564,2384,57554,50587,23020,20817,34093,15902,17834,14918,3085,1002,596,2093,8142,1576,1619,2253,3095,80043,0,3811,100,11.6,0.6,46.2,40.4,42.2,21.9,13.6,2.6,12057,5494,4968,8137,3795,4256,3560,736,239,142,500,3332,164,178,17140,1811190,Dearborn
031,Decatur,GREENSBURG COMMUNITY SCHOOLS,2010,2290,26180,2433,466,NA,653,899,14847,13019,NA,0,1781,8900,6634,6634,0,1181,4,812,269,22207,19211,11715,4508,11427,7921,3144,6675,562,827,527,1330,3429,1109,1771,189,1036,22285,0,1565,100,9.3,1.8,56.7,49.7,34,25.3,4.5,3.1,8367,5116,1969,4990,3459,1373,2915,245,361,230,581,415,47,N,24700,1804080,Decatur
031,Decatur,DECATUR COUNTY COMMUNITY SCHOOLS,2010,2195,23646,1912,558,NA,466,888,14593,12610,NA,0,1954,7141,4891,4891,0,884,538,735,93,19621,17230,9777,4073,10887,7575,3089,5411,533,367,402,851,3258,932,1886,147,358,6422,0,702,100,8.1,2.4,61.7,53.3,30.2,20.7,6,3.1,7848,4454,1856,4960,3451,1407,2465,243,167,183,388,0,29,N,24700,1802610,Decatur
033,De Kalb,GARRETT-KEYSER-BUTLER COMMUNITY SCHOOL CORPORATION,2010,1727,26739,3664,258,NA,539,2867,12370,10476,NA,0,1855,10705,5222,5222,0,623,2675,524,1661,22566,19986,10696,5252,12754,7306,3509,6197,557,611,1041,1075,2913,1035,2050,478,52,10663,0,1210,100,13.7,1,46.3,39.2,40,19.5,12.3,2,11434,6193,3041,7385,4230,2032,3588,323,354,603,622,0,39,258,12140,1803840,De Kalb
033,De Kalb,DEKALB COUNTY CENTRAL UNITED SCHOOL DISTRICT,2010,4036,54466,3437,596,NA,933,1908,26657,23054,NA,0,3545,24372,14455,14455,0,1868,455,1302,6292,44250,40616,20287,15555,25534,12899,12062,13423,1732,2775,853,2197,5866,1659,1956,290,1388,23410,0,4310,100,6.3,1.1,48.9,42.3,44.7,26.5,4.3,2.4,10061,5027,3854,6327,3196,2989,3326,429,688,211,544,0,58,258,12140,1801590,De Kalb
033,De Kalb,DEKALB COUNTY EASTERN COMMUNITY SCHOOL DISTRICT,2010,1451,33753,9392,320,NA,336,4012,11768,9731,NA,0,2022,12593,6856,6856,0,632,3113,431,1561,29564,22858,13145,5480,11547,8383,2315,10721,2276,804,914,711,6016,590,1935,3575,1196,18769,321,777,100,27.8,0.9,34.9,28.8,37.3,20.3,11.1,1.3,15753,9059,3777,7958,5777,1595,7389,1569,554,630,490,4724,15,258,12140,1803060,De Kalb
035,Delaware,DELAWARE COMMUNITY SCHOOL CORPORATION,2010,2716,26980,2532,379,NA,486,1084,17987,15630,NA,0,2310,6461,4614,4614,0,651,18,1009,169,26826,23394,14234,6163,13985,9514,4283,8384,876,396,503,1649,4960,1025,2007,829,596,11190,0,1400,100,9.4,1.4,66.7,57.9,23.9,17.1,2.5,3.7,8608,5241,2269,5149,3503,1577,3087,323,146,185,607,583,47,N,34620,1802660,Delaware
035,Delaware,HARRISON-WASHINGTON COMMUNITY SCHOOL CORPORATION,2010,809,9068,636,159,NA,0,280,6039,5115,NA,0,910,2393,1887,1887,0,188,9,295,14,9557,7301,4573,1833,4087,2986,1091,2845,361,156,247,578,1503,369,581,405,1270,7695,0,386,100,7,1.8,66.6,56.4,26.4,20.8,2.2,3.3,9025,5653,2266,5052,3691,1349,3517,446,193,305,714,197,14,N,34620,1804500,Delaware
035,Delaware,LIBERTY-PERRY CONSOLIDATED SCHOOL CORPORATION,2010,1109,11830,1086,232,NA,191,415,7724,6814,NA,0,888,3020,2325,2325,0,287,0,306,102,10656,9520,5822,2623,5567,3757,1701,3499,534,137,368,712,1748,454,917,216,3,3520,0,755,100,9.2,2,65.3,57.6,25.5,19.7,2.4,2.6,8584,5250,2365,5020,3388,1534,3155,482,124,332,642,248,22,N,34620,1805880,Delaware
035,Delaware,COWAN COMMUNITY SCHOOL CORPORATION,2010,722,7555,601,93,NA,120,248,4572,3981,NA,0,584,2382,1633,1633,0,188,104,393,64,6334,5776,3531,1397,3194,2241,906,2228,387,164,291,386,1000,354,290,246,22,6692,0,690,100,8,1.2,60.5,52.7,31.5,21.6,3.9,5.2,7949,4891,1935,4414,3104,1255,3086,536,227,403,535,140,7,N,34620,1807020,Delaware
035,Delaware,MT PLEASANT TOWNSHIP COMMUNITY SCHOOL CORPORATION,2010,2217,23596,1839,211,NA,354,824,14229,12126,NA,0,2071,7528,5935,5853,0,524,0,880,189,18637,16756,9567,4544,9873,6150,3531,5954,461,642,713,1031,3107,929,1116,259,506,6847,0,2100,100,7.8,0.9,60.3,51.4,31.9,25.2,2.2,3.7,7504,4315,2050,4453,2774,1593,2686,208,290,322,465,450,32,N,34620,1807230,Delaware
035,Delaware,MUNCIE COMMUNITY SCHOOLS,2010,7156,110129,19371,5048,NA,2885,5476,61380,51074,NA,0,10116,29378,14416,14416,0,965,10531,1453,2013,98607,83194,43992,26550,54829,30641,21257,23881,3030,4316,759,3113,12663,4484,3756,8299,3358,68576,0,4410,100,17.6,4.6,55.7,46.4,26.7,13.1,10.4,1.3,11467,6148,3710,7662,4282,2971,3337,423,603,106,435,5962,190,N,34620,1807320,Delaware
035,Delaware,DALEVILLE COMMUNITY SCHOOLS,2010,730,8237,680,122,NA,135,287,4669,4078,NA,0,573,2888,2216,2216,0,313,0,318,41,6884,5835,3394,1492,3114,2097,952,2377,215,137,250,521,1254,344,271,257,521,10406,0,786,100,8.3,1.5,56.7,49.5,35.1,26.9,3.8,3.9,7974,4649,2044,4266,2873,1304,3256,295,188,342,714,136,18,N,34620,1809840,Delaware
037,Dubois,SOUTHEAST DUBOIS COUNTY SCHOOL CORPORATION,2010,1400,16788,940,150,NA,175,615,9066,7929,NA,0,1122,6782,4459,4459,0,611,0,603,1109,13252,11602,6898,3023,7096,4829,2185,3862,334,427,294,663,2144,644,540,221,889,18377,448,744,100,5.6,0.9,54,47.2,40.4,26.6,3.6,3.6,8201,4927,2159,5069,3449,1561,2759,239,305,210,474,0,15,N,27540,1810640,Dubois
037,Dubois,SOUTHWEST DUBOIS COUNTY SCHOOL CORPORATION,2010,1738,22378,2062,316,NA,360,1075,12034,10516,NA,0,1481,8282,4118,4118,0,532,1156,769,1707,18991,16408,7724,5279,8576,5518,2807,7107,328,1552,529,806,3892,725,1822,133,628,11428,0,939,100,9.2,1.4,53.8,47,37,18.4,7.5,3.4,9432,4444,3037,4934,3175,1615,4089,189,893,304,464,311,37,N,27540,1810870,Dubois
037,Dubois,GREATER JASPER CONSOLIDATED SCHOOLS,2010,3252,52476,7620,339,NA,932,3764,20277,17699,NA,0,2516,24579,14998,14998,0,1524,1878,1306,4873,37285,34564,15938,13549,17434,11014,6015,16189,2608,762,1000,1448,10371,941,1491,691,539,48414,0,6794,100,14.5,0.6,38.6,33.7,46.8,28.6,6.5,2.5,10625,4901,4166,5361,3387,1850,4978,802,234,308,445,2585,62,N,27540,1803960,Dubois
037,Dubois,NORTHEAST DUBOIS COUNTY SCHOOL CORPORATION,2010,993,11104,648,101,NA,126,421,6652,5918,NA,0,722,3804,2769,2769,0,413,8,515,99,9808,8971,4934,2140,5253,3572,1562,3312,148,289,433,439,2003,406,314,175,348,7645,0,560,100,5.8,0.9,59.9,53.3,34.3,24.9,3.8,4.6,9034,4969,2155,5290,3597,1573,3335,149,291,436,442,0,12,N,27540,1808120,Dubois
039,Elkhart,BAUGO COMMUNITY SCHOOLS,2010,1955,24540,1769,255,NA,405,773,12867,11351,NA,0,1493,9904,8389,8389,0,808,35,493,179,19005,15358,8947,4266,8992,6097,2813,5649,322,408,560,1065,3294,717,827,1377,1443,32260,700,1965,100,7.2,1,52.4,46.3,40.4,34.2,3.4,2,7824,4576,2182,4599,3119,1439,2890,165,209,286,545,336,23,515,21140,1800420,Elkhart
039,Elkhart,CONCORD COMMUNITY SCHOOLS,2010,4639,62606,5645,926,NA,1273,2399,31966,27705,NA,0,4181,24995,21522,21522,0,1747,0,1328,398,57167,39296,24300,10028,24646,17165,7011,12540,1429,1667,613,1706,7125,2110,12048,2336,3487,94040,4265,6445,100,9,1.5,51.1,44.3,39.9,34.4,2.8,2.1,8433,5238,2162,5313,3700,1511,2703,308,359,132,368,1047,80,515,21140,1802400,Elkhart
039,Elkhart,ELKHART COMMUNITY SCHOOLS,2010,13280,198440,20993,4985,NA,4667,7935,99203,84428,NA,0,14430,78244,45859,45859,0,4816,5423,2818,19328,165643,150422,78931,51887,75444,51994,20987,65869,7509,6286,877,7863,43334,9109,7182,2689,5350,128907,980,11766,100,10.6,2.5,50,42.5,39.4,23.1,5.2,1.4,11088,5944,3907,5681,3915,1580,4960,565,473,66,592,3406,345,515,21140,1803270,Elkhart
039,Elkhart,GOSHEN COMMUNITY SCHOOLS,2010,6141,103129,16536,2344,NA,2361,6860,47263,39081,NA,0,8071,39330,22210,22210,0,2219,12411,1203,1287,85860,68011,41001,18613,44662,29513,12880,20290,4214,1726,1007,3233,10110,3059,4961,9227,3661,77612,500,5849,100,16,2.3,45.8,37.9,38.1,21.5,14.2,1.2,11007,6677,3031,7242,4806,2097,3304,686,281,164,526,4971,111,515,21140,1803930,Elkhart
039,Elkhart,MIDDLEBURY COMMUNITY SCHOOLS,2010,4266,51837,3761,509,NA,759,1770,26183,22866,NA,0,3251,21893,18016,18016,0,1948,0,1609,320,43266,35226,19555,8099,19250,13213,5461,14233,1096,1328,488,2046,9275,1743,1908,1531,4601,88725,0,2663,100,7.3,1,50.5,44.1,42.2,34.8,3.8,3.1,8253,4584,1898,4512,3097,1280,3336,257,311,114,480,723,66,515,21140,1806600,Elkhart
039,Elkhart,WA NEE COMMUNITY SCHOOL DISTRICT,2010,3101,42690,3396,843,NA,634,1349,20827,18394,NA,0,2371,18467,15237,15237,0,1182,302,968,778,29723,24737,15078,6273,15008,10581,4128,8506,968,607,321,1238,5372,1223,2779,2019,188,23962,0,5037,100,8,2,48.8,43.1,43.3,35.7,3.5,2.3,7965,4862,2023,4840,3412,1331,2743,312,196,104,399,570,62,515,21140,1812240,Elkhart
039,Elkhart,FAIRFIELD COMMUNITY SCHOOLS,2010,2041,25805,1825,406,NA,307,828,13042,11459,NA,0,1549,10938,8770,8770,0,786,117,712,553,18572,15790,10355,3144,9841,7411,2122,5236,340,270,510,995,3121,713,1001,476,1305,27694,0,1795,100,7.1,1.6,50.5,44.4,42.4,34,3.5,2.8,7726,5073,1540,4822,3631,1040,2565,167,132,250,488,284,34,515,21140,1803480,Elkhart
041,Fayette,EAST CENTRAL EDUCATION CENTER,2010,0,1228,69,0,NA,0,69,224,0,NA,0,224,935,0,0,0,123,484,0,328,1333,1180,456,120,165,0,0,1015,0,251,691,0,73,0,153,0,0,0,0,0,100,5.6,0,18.2,0,76.1,0,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,18220,1800070,Fayette
041,Fayette,FAYETTE COUNTY CONSOLIDATED SCHOOL CORPORATION,2010,4169,53539,9443,1235,NA,1262,4848,29835,25628,NA,0,4148,14261,9180,9180,0,717,2446,1187,731,48516,42572,25112,11025,25123,16756,7411,15111,2209,1477,694,2825,7906,2338,3925,1237,782,17445,0,1025,100,17.6,2.3,55.7,47.9,26.6,17.1,5.9,2.2,10090,6024,2645,6026,4019,1778,3625,530,354,166,678,2098,59,N,18220,1803510,Fayette
043,Floyd,NEW ALBANY-FLOYD COUNTY CONSOLIDATED SCHOOLS,2010,11856,139718,14069,2516,NA,2598,5991,80392,69094,NA,0,11024,45257,27472,27472,0,6009,6045,4304,1427,147226,113790,65952,31980,66099,42886,20444,41483,6002,5623,1033,6872,21953,6208,22989,1910,8537,163855,0,10877,100,10.1,1.8,57.5,49.5,32.4,19.7,8.6,3.1,9529,5563,2697,5575,3617,1724,3499,506,474,87,580,2964,274,350,31140,1807410,Floyd
045,Fountain,ATTICA CONSOLIDATED SCHOOL CORPORATION,2010,964,11493,1116,240,NA,182,436,6436,5617,NA,3,791,3941,2816,2816,0,395,427,259,44,8717,7611,4485,2044,4761,3088,1441,2507,346,280,255,393,1233,343,588,508,10,11402,0,1031,100,9.7,2.1,56,48.9,34.3,24.5,7.2,2.3,7863,4652,2120,4939,3203,1495,2601,359,290,265,408,258,25,N,N,1800210,Fountain
045,Fountain,COVINGTON COMMUNITY SCHOOL CORPORATION,2010,1012,12284,948,206,NA,194,368,6320,5503,NA,0,791,5016,3148,3148,0,476,353,347,692,9211,7377,4230,1887,4206,2933,1211,2776,285,197,240,611,1443,395,1423,301,110,10823,2327,599,100,7.7,1.7,51.4,44.8,40.8,25.6,6.7,2.8,7290,4180,1865,4156,2898,1197,2743,282,195,237,604,180,26,N,N,1802430,Fountain
045,Fountain,SOUTHEAST FOUNTAIN COUNTY SCHOOL CORPORATION,2010,1279,14982,1481,226,NA,367,629,8936,7830,NA,0,1080,4565,3259,3259,0,539,107,461,199,12970,11037,6358,2667,6353,4432,1742,4064,407,247,290,642,2478,620,1289,416,228,5793,0,820,100,9.9,1.5,59.6,52.3,30.5,21.8,4.3,3.1,8628,4971,2085,4967,3465,1362,3177,318,193,227,502,259,26,N,N,1810620,Fountain
047,Franklin,FRANKLIN COUNTY COMMUNITY SCHOOL CORPORATION,2010,2997,32063,1806,528,NA,547,731,19803,17515,NA,0,2255,10454,8077,8077,0,1381,11,576,409,26641,23784,12589,6570,14550,9124,5077,8121,848,930,358,1034,4951,1113,2093,761,3,11072,0,1114,100,5.6,1.6,61.8,54.6,32.6,25.2,4.3,1.8,7933,4201,2192,4855,3044,1694,2710,283,310,119,345,0,33,178,17140,1803700,Franklin
049,Fulton,ROCHESTER COMMUNITY SCHOOL CORPORATION,2010,1914,22533,1775,582,NA,507,686,13187,11388,NA,0,1765,7571,5614,5614,0,829,6,627,495,18486,15313,9030,3297,8404,5817,2163,6119,598,934,895,1110,2582,790,1903,1267,3,11945,38,1430,100,7.9,2.6,58.5,50.5,33.6,24.9,3.7,2.8,7981,4718,1723,4391,3039,1130,3197,312,488,468,580,0,34,N,N,1809630,Fulton
049,Fulton,CASTON SCHOOL CORPORATION,2010,803,9385,560,84,NA,146,330,5882,5141,NA,0,729,2943,2297,2297,0,289,7,266,84,8295,6887,4018,1888,3901,2566,1162,2584,201,246,370,446,1321,402,910,498,0,655,0,245,100,6,0.9,62.7,54.8,31.4,24.5,3.2,2.8,8577,5004,2351,4858,3196,1447,3218,250,306,461,555,0,12,N,N,1801410,Fulton
125,Pike,GIBSON-PIKE-WARRICK COOPERATIVE,2010,0,13751,4755,0,NA,0,1049,169,0,NA,0,169,8827,0,0,0,0,8780,0,47,13165,13096,9988,2379,5515,4259,1172,7581,2365,295,126,0,4795,0,69,0,0,0,0,0,100,34.6,0,1.2,0,64.2,0,63.8,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,N,27540,1803890,Pike
051,Gibson,EAST GIBSON SCHOOL CORPORATION,2010,1022,12528,855,349,NA,194,312,7635,6684,NA,0,929,4038,3248,3248,0,411,0,261,118,10290,9224,5337,1858,5408,3904,1343,3353,140,73,252,668,2220,463,477,540,49,4729,0,541,100,6.8,2.8,60.9,53.4,32.2,25.9,3.3,2.1,8984,5222,1818,5292,3820,1314,3281,137,71,247,654,0,22,N,21780,1802940,Gibson
051,Gibson,NORTH GIBSON SCHOOL CORPORATION,2010,2143,33218,1582,595,NA,510,477,15389,13529,NA,0,1801,16247,7689,7689,0,680,0,594,7284,24410,19836,10136,5854,12603,7273,5113,6124,467,264,506,669,4218,1109,2693,620,1261,49745,45000,235,100,4.8,1.8,46.3,40.7,48.9,23.1,2,1.8,9186,4730,2732,5881,3394,2386,2858,218,123,236,312,0,59,N,21780,1807770,Gibson
051,Gibson,SOUTH GIBSON SCHOOL CORPORATION,2010,2044,25917,896,171,NA,243,482,12839,11442,NA,0,1350,12182,10259,10259,0,782,0,926,215,21204,15737,8292,3669,9136,6120,2730,5639,329,332,239,886,3853,962,2752,578,2137,39375,0,1945,100,3.5,0.7,49.5,44.1,47,39.6,3,3.6,7698,4057,1795,4470,2994,1336,2759,161,162,117,433,0,47,N,21780,1810350,Gibson
053,Grant,MARION COMMUNITY SCHOOLS,2010,4496,64655,9766,1481,NA,1490,5566,41299,34449,NA,1,5865,13590,11052,11052,0,1120,100,977,341,53888,48782,24723,16100,26230,15954,9247,20189,2836,2246,872,2441,11794,2363,3308,253,1545,29533,29,1560,100,15.1,2.3,63.9,53.3,21,17.1,1.9,1.5,10718,5499,3581,5834,3548,2057,4490,631,500,194,543,1229,984,N,31980,1806390,Grant
053,Grant,MISSISSINEWA COMMUNITY SCHOOL CORPORATION,2010,2440,28120,6000,667,NA,663,1884,15691,13473,NA,0,2188,6429,3231,3231,0,448,1995,450,305,25957,19624,12130,5096,12155,8290,3321,6542,957,581,581,1458,2965,927,1130,5144,59,13452,2000,708,100,21.3,2.4,55.8,47.9,22.9,11.5,8.7,1.6,8034,4971,2089,4982,3398,1361,2681,392,238,238,598,2786,30,N,31980,1806870,Grant
053,Grant,EASTBROOK COMMUNITY SCHOOL CORPORATION,2010,1729,17560,1566,235,NA,308,661,11318,9580,NA,0,1705,4676,3313,3313,0,404,0,528,431,15885,13991,8499,3751,6867,5706,1004,6500,691,299,245,916,4349,624,1150,482,262,9540,0,1067,100,8.9,1.3,64.5,54.6,26.6,18.9,2.3,3,8091,4916,2169,3972,3300,581,3759,400,173,142,530,362,33,N,31980,1803030,Grant
053,Grant,MADISON-GRANT UNITED SCHOOL CORPORATION,2010,1493,16536,1821,432,NA,371,706,10344,8918,NA,0,1411,4371,3301,3301,0,397,8,446,219,14694,13201,7925,3166,6382,5358,734,6215,273,380,224,774,4564,604,915,410,168,7525,0,955,100,11,2.6,62.6,53.9,26.4,20,2.4,2.7,8840,5308,2121,4275,3589,492,4163,183,255,150,518,312,15,N,31980,1806240,Grant
055,Greene,EASTERN GREENE SCHOOLS,2010,1379,15606,800,311,NA,320,169,9728,8925,NA,0,789,5078,3991,3991,0,303,73,430,281,13499,11499,4075,1576,6340,2983,1111,4518,432,260,378,564,2884,641,1041,595,364,18772,0,1007,100,5.1,2,62.3,57.2,32.5,25.6,2.4,2.8,8335,2955,1143,4598,2163,806,3276,313,189,274,409,0,14,N,14020,1803090,Greene
055,Greene,BLOOMFIELD SCHOOL DISTRICT,2010,1078,11270,1011,339,NA,201,443,7045,6316,NA,0,718,3214,2472,2472,0,388,0,328,26,9433,8546,4634,2593,5211,3196,1910,2798,219,153,240,571,1615,537,410,351,126,3748,2025,799,100,9,3,62.5,56,28.5,21.9,3.4,2.9,7890,4299,2405,4834,2965,1772,2596,203,142,223,530,28,11,N,14020,1800600,Greene
055,Greene,LINTON-STOCKTON SCHOOL CORPORATION,2010,1353,14722,1592,420,NA,317,821,9196,7980,NA,0,1197,3934,2671,2671,0,484,0,397,382,12519,11303,6436,3218,6860,4424,2302,3931,806,352,286,680,1807,512,443,475,298,8491,0,1060,100,10.8,2.9,62.5,54.2,26.7,18.1,3.3,2.7,8350,4757,2378,5070,3270,1701,2905,596,260,211,503,34,19,N,14020,1805910,Greene
055,Greene,GREENE-SULLIVAN SPECIAL EDUCATION COOPERATIVE,2010,0,4390,2348,0,NA,0,899,288,0,NA,0,29,1754,0,0,0,0,1746,6,2,3995,3943,2448,900,2666,1749,611,1277,1276,0,1,0,0,0,52,0,0,0,0,0,100,53.5,0,6.6,0,40,0,39.8,0.1,0,0,0,0,0,0,0,0,0,0,0,1449,259,N,14020,1800007,Greene
055,Greene,WHITE RIVER VALLEY SCHOOL DISTRICT,2010,860,11780,1243,483,NA,183,577,7068,6278,NA,0,784,3469,2503,2503,0,285,275,76,330,11182,9628,5288,2264,6032,3962,1665,3227,178,424,284,602,1739,369,1041,315,198,2443,0,215,100,10.6,4.1,60,53.3,29.4,21.2,4.8,0.6,11181,6149,2633,7014,4607,1936,3752,207,493,330,700,0,6,N,14020,1800008,Greene
055,Greene,SHAKAMAK METROPOLITAN SCHOOL DISTRICT,2010,883,10564,990,329,NA,226,412,6704,6056,NA,0,638,2870,1714,1714,0,323,0,165,668,8421,7619,4037,2538,4826,2842,1845,2466,195,289,325,448,1209,327,341,352,109,3805,0,346,100,9.4,3.1,63.5,57.3,27.2,16.2,3.1,1.6,8626,4572,2874,5465,3219,2089,2793,221,327,368,507,23,10,N,14020,1810110,Greene
