fips_county,county_name.x,NAME,year,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRHAND,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRHAND,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,FEDRSPEC,STRSPEC,CSA,CBSA,NCESID,county_name.y
097,Marion,METRO SCH DIST PIKE TWP,2001,9754,99536,2227,163,510,692,862,28877,21963,152,67,6695,68432,62215,62215,0,0,0,3906,2311,97158,68063,42087,17208,41093,28296,11962,23767,3750,1891,743,3567,13816,3203,16442,12141,512,0,0,0,100,2.2,0.2,29,22.1,68.8,62.5,0,3.9,6898,4315,1764,4213,2901,1226,2437,384,194,76,366,NA,NA,NA,NA,NA,Marion
097,Marion,SPEEDWAY CITY SCHOOLS,2001,1626,13611,30,0,0,0,30,4473,3223,11,7,1232,9108,8059,8059,0,2,0,602,445,13177,10542,6776,2289,6587,4710,1651,3212,57,112,289,1063,1691,743,2437,198,0,0,0,0,100,0.2,0,32.9,23.7,66.9,59.2,0,4.4,6387,4167,1408,4051,2897,1015,1975,35,69,178,654,NA,NA,NA,NA,NA,Marion
097,Marion,METRO SCH DIST WARREN TWP,2001,10611,110520,4726,797,1243,1415,1271,54688,33075,96,204,21313,51106,42066,42066,0,0,279,4308,4453,115790,93663,59148,22039,52554,36857,14316,35592,6341,2871,1588,5570,19222,5517,11972,10153,2,133,0,97,100,4.3,0.7,49.5,29.9,46.2,38.1,0.3,3.9,8626,5574,2077,4953,3473,1349,3354,598,271,150,525,NA,NA,NA,NA,NA,Marion
097,Marion,METRO SCH DIST WAYNE TWP,2001,13263,126968,10358,1524,4998,1979,1857,66468,41700,189,167,24412,50142,45989,45989,0,0,267,3364,522,132089,102499,66835,21886,66916,47987,16235,29978,3425,676,2768,4567,18542,5605,21077,8229,284,8605,8685,80,100,8.2,1.2,52.4,32.8,39.5,36.2,0.2,2.6,7615,5039,1650,5045,3618,1224,2260,258,51,209,344,NA,NA,NA,NA,NA,Marion
097,Marion,CENTRAL INDIANA EDUCATION SERVICE CE,2001,0,17149,1037,0,0,0,1037,343,0,0,0,343,15769,0,0,0,80,501,1068,14120,17044,16745,1342,285,797,459,107,15738,0,1722,515,27,13474,210,299,0,0,0,0,0,100,6,0,2,0,92,0,3.4,6.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Marion
099,Marshall,ARGOS COMMUNITY SCHOOLS,2001,801,6263,205,75,0,58,72,3534,3014,2,17,501,2524,2104,2104,0,88,5,221,106,6034,4943,3190,1127,3012,2139,778,1675,98,106,243,339,889,256,272,780,39,600,0,75,100,3.3,1.2,56.4,48.1,40.3,33.6,1.5,3.5,6096,3983,1407,3760,2670,971,2091,122,132,303,423,NA,NA,NA,NA,NA,Marshall
099,Marshall,BREMEN PUBLIC SCHOOLS,2001,1474,11854,180,47,0,83,50,5873,5006,11,19,837,5801,4123,4123,0,179,0,679,820,12045,10305,5377,3531,6089,3514,2411,3655,364,382,278,899,1732,561,529,1182,29,525,0,75,100,1.5,0.4,49.5,42.2,48.9,34.8,1.5,5.7,6852,3648,2396,4131,2384,1636,2480,247,259,189,610,NA,NA,NA,NA,NA,Marshall
099,Marshall,PLYMOUTH COMM SCH CORP,2001,3301,27804,1207,482,0,294,431,13955,11673,49,50,2183,12642,10275,10275,0,630,186,875,676,27366,21241,13281,4706,12316,8759,3269,7490,474,737,469,1567,4243,1435,1852,4158,115,0,0,80,100,4.3,1.7,50.2,42,45.5,37,2.9,3.1,6265,4023,1426,3731,2653,990,2269,144,223,142,475,NA,NA,NA,NA,NA,Marshall
099,Marshall,JESSE SPECIAL EDUCATION COOP,2001,0,7984,1674,0,787,0,887,238,0,0,0,238,6072,0,0,0,0,5937,20,115,8379,8332,6062,1684,6436,4774,1326,1896,1761,103,9,0,23,0,44,3,0,0,0,0,100,21,0,3,0,76.1,0,74.4,0.3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Marshall
099,Marshall,CULVER COMMUNITY SCHOOL CORP,2001,1182,21315,597,163,0,164,270,5258,4419,13,27,799,15460,3808,3808,0,152,0,337,11163,11129,8282,5066,1965,5087,3497,1367,2856,253,201,297,432,1673,339,1655,1192,0,0,0,0,100,2.8,0.8,24.7,20.7,72.5,17.9,0.7,1.6,7007,4286,1662,4304,2959,1157,2416,214,170,251,365,NA,NA,NA,NA,NA,Marshall
099,Marshall,TRITON SCHOOL CORPORATION,2001,1103,8355,173,122,0,0,51,4847,4179,1,25,642,3335,2705,2705,0,83,8,421,118,8159,6709,4043,1525,3846,2668,1051,2436,146,151,297,449,1393,427,806,606,38,1714,0,115,100,2.1,1.5,58,50,39.9,32.4,1.1,5,5966,3665,1383,3487,2419,953,2209,132,137,269,407,NA,NA,NA,NA,NA,Marshall
101,Martin,LOOGOOTEE COMM SCH CORP,2001,1070,8553,273,90,0,86,97,5761,4949,54,46,712,2519,1956,1956,0,1,0,257,305,10508,7216,4270,1789,4388,3007,1296,2471,160,432,207,485,1187,357,2727,565,0,3731,3751,20,100,3.2,1.1,67.4,57.9,29.5,22.9,0,3,6661,3991,1672,4101,2810,1211,2309,150,404,193,453,NA,NA,NA,NA,NA,Martin
101,Martin,SHOALS COMMUNITY SCHOOL CORP,2001,788,6799,633,201,0,100,332,3953,3317,30,90,516,2213,1942,1942,0,1,1,153,116,6248,5290,2968,1311,3070,2025,925,1928,102,210,229,321,1066,292,630,282,46,713,0,75,100,9.3,3,58.1,48.8,32.5,28.6,0,2.3,6626,3766,1664,3896,2570,1174,2447,129,266,291,407,NA,NA,NA,NA,NA,Martin
103,Miami,PERU COMMUNITY SCHOOLS,2001,2544,22207,1071,558,0,352,161,13103,11273,70,47,1713,8033,5837,5837,0,1,124,684,1387,21925,17968,10696,4935,11454,7642,3592,5546,486,496,256,1189,3119,968,988,2879,90,1895,114,254,100,4.8,2.5,59,50.8,36.2,26.3,0.6,3.1,7023,4204,1940,4502,3004,1412,2180,191,195,101,467,NA,NA,NA,NA,NA,Miami
103,Miami,NORTH MIAMI COMMUNITY SCHOOLS,2001,1201,8086,249,121,0,86,42,5860,4968,11,154,727,1977,1464,1464,0,3,6,394,110,8701,7158,4551,1633,4202,2985,1126,2467,209,170,176,537,1375,489,352,944,247,3226,0,242,100,3.1,1.5,72.5,61.4,24.4,18.1,0.1,4.9,5877,3789,1360,3499,2485,938,2054,174,142,147,447,NA,NA,NA,NA,NA,Miami
103,Miami,OAK HILL UNITED SCH CORP,2001,1551,11962,360,69,112,75,104,7191,6085,35,107,964,4411,3750,3750,0,1,64,500,96,11567,10098,6181,2347,5431,3834,1503,4138,500,229,301,748,2360,529,611,824,34,100,0,50,100,3,0.6,60.1,50.9,36.9,31.3,0.5,4.2,6425,3985,1513,3502,2472,969,2668,322,148,194,482,NA,NA,NA,NA,NA,Miami
103,Miami,MACONAQUAH SCH CORP,2001,2277,19765,417,183,0,178,56,13452,11570,55,241,1586,5896,4400,4400,0,1,3,703,789,21477,16394,10239,3727,9679,6876,2569,5843,705,833,500,890,2915,872,4214,869,0,6580,0,485,100,2.1,0.9,68.1,58.5,29.8,22.3,0,3.6,7123,4497,1637,4251,3020,1128,2566,310,366,220,391,NA,NA,NA,NA,NA,Miami
105,Monroe,RICHLAND BEAN BLOSSOM COMM SCHOOL CO,2001,2735,20920,1071,129,708,145,89,11836,9898,94,84,1760,8013,7010,7010,0,0,0,642,361,20804,18396,11310,4512,11575,8028,3323,5924,860,396,257,1000,3411,897,1182,1170,56,0,0,0,100,5.1,0.6,56.6,47.3,38.3,33.5,0,3.1,6600,4135,1650,4232,2935,1215,2166,314,145,94,366,NA,NA,NA,NA,NA,Monroe
105,Monroe,MONROE CO COMM SCH CORP,2001,10540,94850,4168,1139,1123,878,1028,41883,32606,291,303,8683,48799,37499,37499,0,37,175,4384,6704,94592,80259,46295,22919,45232,28822,15172,30170,4368,2619,571,5309,17303,4857,5545,8518,270,0,0,0,100,4.4,1.2,44.2,34.4,51.4,39.5,0.2,4.6,7407,4392,2174,4291,2735,1439,2862,414,248,54,504,NA,NA,NA,NA,NA,Monroe
107,Montgomery,CRAWFORDSVILLE COMMUNITY SCHOOLS,2001,2488,27565,3582,540,1535,287,1220,11518,9570,108,13,1827,12465,10084,10084,0,148,0,892,1341,27262,19185,11526,4122,10438,7292,2727,7403,699,1023,399,1166,4116,1344,1766,6188,123,689,751,63,100,13,2,41.8,34.7,45.2,36.6,0.5,3.2,7482,4633,1657,4195,2931,1096,2975,281,411,160,469,NA,NA,NA,NA,NA,Montgomery
107,Montgomery,NORTH MONTGOMERY COMM SCH CORP,2001,2069,18699,554,120,234,143,57,8047,6668,27,59,1293,10098,9063,9063,0,0,9,752,274,19646,14349,8300,3463,8112,5516,2399,5348,580,382,342,767,3277,889,2657,1740,900,4255,0,816,100,3,0.6,43,35.7,54,48.5,0,4,6814,4012,1674,3921,2666,1159,2585,280,185,165,371,NA,NA,NA,NA,NA,Montgomery
107,Montgomery,SOUTH MONTGOMERY COMM SCHOOL CORP,2001,2141,17655,529,83,242,148,56,8005,6606,47,62,1290,9121,8173,8162,0,0,0,718,230,16929,13517,8587,2992,8636,6170,2244,4163,311,154,181,897,2620,718,976,2385,51,1476,0,175,100,3,0.5,45.3,37.4,51.7,46.3,0,4.1,6272,4011,1397,4034,2882,1048,1944,145,72,85,419,NA,NA,NA,NA,NA,Montgomery
109,Morgan,EMINENCE CONS SCH CORP,2001,509,4586,78,11,48,0,19,2424,2033,13,48,330,2084,1211,1211,0,79,0,150,644,3866,3253,1863,775,1821,1247,535,1245,88,93,182,208,674,187,292,291,30,6527,6000,69,100,1.7,0.2,52.9,44.3,45.4,26.4,1.7,3.3,6316,3660,1523,3578,2450,1051,2446,173,183,358,409,NA,NA,NA,NA,NA,Morgan
109,Morgan,MARTINSVILLE METRO SCHOOL DIST,2001,5421,41516,1622,402,591,412,217,24389,20557,129,177,3526,15505,11901,11901,0,1231,0,1713,660,39456,35626,21803,8137,21946,15251,5841,11846,1527,894,296,2103,7026,1834,2127,1595,108,2765,0,174,100,3.9,1,58.7,49.5,37.3,28.7,3,4.1,6511,4022,1501,4048,2813,1077,2185,282,165,55,388,NA,NA,NA,NA,NA,Morgan
109,Morgan,MONROE-GREGG SCH DIST,2001,1335,9822,204,64,83,27,30,6282,5092,21,189,980,3336,2631,2631,0,172,0,379,154,10164,9076,5773,1848,5577,4064,1334,2944,331,292,241,560,1520,555,619,416,53,825,0,94,100,2.1,0.7,64,51.8,34,26.8,1.8,3.9,6690,4324,1384,4178,3044,999,2205,248,219,181,419,NA,NA,NA,NA,NA,Morgan
109,Morgan,MOORESVILLE CONS SCHOOL CORP,2001,4023,32817,849,223,0,261,365,18605,15493,73,145,2894,13363,10907,10907,0,754,19,1058,625,32764,26877,16653,6641,16242,11241,4645,9019,1168,729,647,1547,4928,1616,2450,3315,122,879,0,295,100,2.6,0.7,56.7,47.2,40.7,33.2,2.4,3.2,6573,4139,1651,4037,2794,1155,2242,290,181,161,385,NA,NA,NA,NA,NA,Morgan
111,Newton,SOUTH NEWTON SCH CORP,2001,1063,10955,260,86,0,118,56,5271,4414,17,10,830,5424,4573,4573,0,142,27,411,271,11230,8355,5138,1931,4812,3302,1298,3087,233,137,295,774,1648,456,1722,1153,0,0,0,0,100,2.4,0.8,48.1,40.3,49.5,41.7,1.5,3.8,7759,4833,1817,4527,3106,1221,2904,219,129,278,728,NA,NA,NA,NA,NA,Newton
111,Newton,NORTH NEWTON SCHOOL CORPORATION,2001,1759,13993,380,166,0,138,76,8180,6893,32,168,1087,5433,4541,4541,0,146,0,523,223,13161,11469,6891,2620,6652,4633,1827,4205,296,151,280,647,2831,612,773,817,102,2028,0,195,100,2.7,1.2,58.5,49.3,38.8,32.5,1,3.7,6438,3918,1489,3782,2634,1039,2391,168,86,159,368,NA,NA,NA,NA,NA,Newton
113,Noble,EAST NOBLE SCH CORP,2001,3941,32258,700,254,0,314,132,17680,14809,38,102,2731,13878,11053,11053,0,625,1,1515,684,30657,26259,16543,6395,15648,11016,4401,8931,1410,1032,252,1730,4507,1680,1600,2798,0,0,0,0,100,2.2,0.8,54.8,45.9,43,34.3,1.9,4.7,6563,4198,1623,3971,2795,1117,2266,358,262,64,439,NA,NA,NA,NA,NA,Noble
113,Noble,WEST NOBLE SCH CORP,2001,2513,20852,1079,444,0,354,281,11900,10103,19,95,1683,7873,5492,5492,0,346,0,567,1468,21587,17659,10252,5369,10841,6861,3693,5820,557,760,393,1198,2912,998,1854,1823,251,4517,0,420,100,5.2,2.1,57.1,48.5,37.8,26.3,1.7,2.7,6952,4080,2136,4314,2730,1470,2316,222,302,156,477,NA,NA,NA,NA,NA,Noble
113,Noble,CENTRAL NOBLE COMMUNITY SCH CORP,2001,1501,12345,260,77,0,103,80,6626,5620,19,49,938,5459,3895,3895,0,218,0,528,818,12548,10304,6066,2898,5992,3934,1945,3659,249,262,187,919,2042,653,1043,1187,14,260,0,50,100,2.1,0.6,53.7,45.5,44.2,31.6,1.8,4.3,6770,4041,1931,3992,2621,1296,2438,166,175,125,612,NA,NA,NA,NA,NA,Noble
115,Ohio,RISING SUN-OHIO COUNTY COMMUNITY,2001,1027,8056,172,60,0,57,55,4494,3744,2,37,711,3390,2062,2062,0,112,316,296,604,7602,6509,3916,1651,4248,2751,1180,2017,138,146,290,453,990,244,502,415,176,3600,3689,179,100,2.1,0.7,55.8,46.5,42.1,25.6,5.3,3.7,6264,3813,1608,4136,2679,1149,1964,134,142,282,441,NA,NA,NA,NA,NA,Ohio
117,Orange,SPRING VALLEY SCH CORP,2001,939,7939,250,94,0,91,65,4538,3862,24,51,601,3151,2465,2465,0,136,14,333,203,7729,6620,3739,1779,3991,2597,1279,2261,160,119,285,360,1337,368,354,674,81,150,0,103,100,3.1,1.2,57.2,48.6,39.7,31,1.9,4.2,6946,3982,1895,4250,2766,1362,2408,170,127,304,383,NA,NA,NA,NA,NA,Orange
117,Orange,ORLEANS COMMUNITY SCHOOLS,2001,816,6587,250,116,0,100,34,3583,2938,22,38,585,2754,2329,2329,0,124,0,147,154,5957,5001,2996,1160,3251,2279,907,1511,101,99,159,227,925,239,382,543,31,37,0,15,100,3.8,1.8,54.4,44.6,41.8,35.4,1.9,2.2,6053,3672,1422,3984,2793,1112,1852,124,121,195,278,NA,NA,NA,NA,NA,Orange
117,Orange,PAOLI COMMUNITY SCHOOL CORPORATN,2001,1694,12747,687,330,0,229,128,8380,7096,48,192,1044,3680,2761,2761,0,147,8,410,354,13385,10349,6221,2384,6713,4704,1846,2894,208,127,340,506,1713,742,1382,1611,43,934,0,128,100,5.4,2.6,65.7,55.7,28.9,21.7,1.2,3.2,5989,3672,1407,3963,2777,1090,1708,123,75,201,299,NA,NA,NA,NA,NA,Orange
117,Orange,SOUTH CENTRAL AREA VOC CENTER,2001,0,1327,148,0,0,0,148,94,0,0,0,94,1085,0,0,0,0,1041,7,37,1118,1063,654,165,661,462,117,382,0,18,171,0,193,20,44,11,0,0,0,0,100,11.2,0,7.1,0,81.8,0,78.4,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Orange
119,Owen,SPENCER-OWEN COMMUNITY SCHOOLS,2001,3174,30285,1447,541,0,315,591,16195,13519,103,288,2285,12643,7891,7891,0,559,0,617,3576,27314,22922,13488,5198,14261,9913,3868,7761,592,770,375,1566,4458,900,1486,2870,36,10034,0,403,100,4.8,1.8,53.5,44.6,41.7,26.1,1.8,2,7191,4250,1638,4493,3123,1219,2445,187,243,118,493,NA,NA,NA,NA,NA,Owen
121,Parke,SOUTHWEST PARKE CMNTY SCHOOL CORP,2001,1037,8810,319,132,0,142,45,5563,4801,19,93,650,2928,2374,2374,0,113,0,284,157,8026,6672,3724,1508,3741,2568,1066,2555,167,141,219,445,1583,376,316,957,81,1171,69,266,100,3.6,1.5,63.1,54.5,33.2,26.9,1.3,3.2,6375,3591,1454,3608,2476,1028,2464,161,136,211,429,NA,NA,NA,NA,NA,Parke
121,Parke,ROCKVILLE COMMUNITY SCHOOLS,2001,944,8030,129,51,0,67,11,4343,3747,31,23,542,3558,3063,3063,0,135,0,250,110,8166,6140,3601,1600,3709,2476,1141,2104,229,178,205,479,1013,327,1016,954,56,623,0,111,100,1.6,0.6,54.1,46.7,44.3,38.1,1.7,3.1,6392,3815,1695,3929,2623,1209,2229,243,189,217,507,NA,NA,NA,NA,NA,Parke
121,Parke,TURKEY RUN COMMUNITY SCHOOL CORP,2001,694,5608,403,56,99,98,150,3201,2635,17,43,506,2004,1630,1630,0,86,0,189,99,5424,4785,2779,1021,2696,1904,708,1896,169,133,219,334,1041,193,309,315,15,684,588,54,100,7.2,1,57.1,47,35.7,29.1,1.5,3.4,6886,4004,1471,3885,2744,1020,2732,244,192,316,481,NA,NA,NA,NA,NA,Parke
123,Perry,CANNELTON CITY SCHOOLS,2001,232,2467,286,84,0,42,160,1617,1336,10,2,269,564,455,455,0,0,0,26,83,2107,1926,1248,471,1232,855,331,618,42,23,152,201,200,76,91,90,0,0,0,0,100,11.6,3.4,65.5,54.2,22.9,18.4,0,1.1,8207,5379,2030,5310,3685,1427,2664,181,99,655,866,NA,NA,NA,NA,NA,Perry
123,Perry,TELL CITY-TROY TWP SCH CORP,2001,1722,14234,427,171,0,166,90,8079,6912,40,77,1050,5728,5104,5099,0,2,110,378,134,13418,10889,6755,2586,7080,4902,1892,3354,318,106,264,722,1944,455,326,2149,54,19244,0,663,100,3,1.2,56.8,48.6,40.2,35.9,0.8,2.7,6307,3923,1502,4111,2847,1099,1948,185,62,153,419,NA,NA,NA,NA,NA,Perry
123,Perry,PERRY CENTRAL CMNTY SCHOOLS CORPORAT,2001,1181,10123,870,91,0,98,681,6100,5085,20,173,822,3153,2618,2618,0,2,17,417,99,9524,8452,4830,2382,5200,3387,1721,2666,225,248,214,513,1466,586,608,104,360,6952,0,315,100,8.6,0.9,60.3,50.2,31.1,25.9,0.2,4.1,6997,4090,2017,4403,2868,1457,2257,191,210,181,434,NA,NA,NA,NA,NA,Perry
125,Pike,PIKE CO SCH CORP,2001,2202,24260,636,331,0,230,75,8369,6831,83,37,1418,15255,8660,8659,0,1,87,489,6018,19001,14592,8716,3246,8852,6347,2423,4989,342,181,294,956,3216,751,3625,471,313,2945,0,791,100,2.6,1.4,34.5,28.2,62.9,35.7,0.4,2,6563,3958,1474,4020,2882,1100,2266,155,82,134,434,NA,NA,NA,NA,NA,Pike
127,Porter,M S D BOONE TOWNSHIP SCHOOLS,2001,1171,8391,76,46,0,0,30,5166,4416,11,20,719,3149,2657,2657,0,1,49,353,89,8089,6986,4025,1595,4035,2774,1133,2597,155,160,352,395,1535,354,276,613,214,4489,0,203,100,0.9,0.5,61.6,52.6,37.5,31.7,0.6,4.2,5886,3437,1362,3446,2369,968,2218,132,137,301,337,NA,NA,NA,NA,NA,Porter
127,Porter,EAST PORTER COUNTY SCHOOL CORPORATIO,2001,1928,18894,246,103,0,70,73,8075,6790,30,24,1231,10573,9294,9294,0,1,88,702,488,19595,13328,8200,2995,7575,5398,2041,5033,513,309,226,923,3062,720,2517,3692,58,4994,1000,317,100,1.3,0.5,42.7,35.9,56,49.2,0.5,3.7,6813,4253,1553,3929,2800,1059,2610,266,160,117,479,NA,NA,NA,NA,NA,Porter
127,Porter,PORTAGE TWP SCHOOLS,2001,8033,67927,1703,688,0,247,768,40559,32608,125,206,7620,25665,19409,19409,0,0,1157,2007,3092,66724,55774,32939,13805,31024,21069,9365,20998,1343,1489,851,2860,14455,3752,6489,4007,454,2082,0,328,100,2.5,1,59.7,48,37.8,28.6,1.7,3,6727,4100,1719,3862,2623,1166,2614,167,185,106,356,NA,NA,NA,NA,NA,Porter
127,Porter,PORTER TOWNSHIP SCHOOL CORPORATN,2001,1624,14187,166,68,0,13,85,7404,5921,8,83,1392,6617,5692,5692,0,1,0,637,287,16525,10961,5918,2255,5746,3653,1451,4580,410,434,252,733,2751,635,3556,1798,210,3464,165,329,100,1.2,0.5,52.2,41.7,46.6,40.1,0,4.5,6631,3644,1389,3538,2249,893,2820,252,267,155,451,NA,NA,NA,NA,NA,Porter
127,Porter,UNION TWP SCH CORP,2001,1463,13264,87,0,0,60,27,6046,5066,14,30,936,7131,6098,6098,0,207,0,590,236,12971,10463,6169,2244,5870,4177,1580,3983,326,108,185,602,2762,610,628,1833,47,600,0,75,100,0.7,0,45.6,38.2,53.8,46,1.6,4.4,7025,4217,1534,4012,2855,1080,2722,223,74,126,411,NA,NA,NA,NA,NA,Porter
127,Porter,VALPARAISO COMMUNITY SCHOOLS,2001,6035,71789,928,293,0,309,326,25967,21654,56,72,4185,44894,20117,20117,0,2673,476,2414,19214,58120,44531,26747,12023,28376,18776,8703,13499,956,725,858,2302,8658,2656,4938,8404,247,0,0,0,100,1.3,0.4,36.2,30.2,62.5,28,4.4,3.4,7290,4432,1992,4702,3111,1442,2237,158,120,142,381,NA,NA,NA,NA,NA,Porter
127,Porter,DUNELAND SCH CORP,2001,5326,56455,492,210,0,233,49,16495,12907,1,117,3470,39468,32392,28261,0,0,34,2164,4878,56922,42201,22670,14104,23632,14141,9028,16418,1534,1550,289,1968,11077,2151,5901,8281,539,3500,0,750,100,0.9,0.4,29.2,22.9,69.9,57.4,0.1,3.8,7839,4256,2648,4437,2655,1695,3083,288,291,54,370,NA,NA,NA,NA,NA,Porter
127,Porter,PORTER CO EDUC INTERLOCAL VOCATIONAL,2001,0,4279,2864,0,2608,0,256,1157,1145,0,0,12,258,0,0,0,22,223,5,8,4251,4092,2278,396,2242,1833,319,655,523,30,19,0,83,1195,159,0,0,0,0,0,100,66.9,0,27,26.8,6,0,5.7,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Porter
129,Posey,MT VERNON METRO SCH DIST,2001,2815,30317,1205,200,684,216,105,8670,6087,181,28,2374,20442,19081,19081,0,3,152,815,391,29966,24328,15305,5740,14577,10303,3965,8543,1328,564,443,1339,4869,1208,1084,4385,169,0,0,0,100,4,0.7,28.6,20.1,67.4,62.9,0.5,2.7,8550,5437,2039,5178,3660,1409,3035,472,200,157,476,NA,NA,NA,NA,NA,Posey
129,Posey,NEW HARMONY TOWN AND TOWNSHIP SCHOOL,2001,231,2290,45,7,0,15,23,1039,822,8,4,205,1206,1029,1029,0,0,0,136,41,2238,2106,1341,454,1345,980,335,693,30,57,173,150,283,68,25,107,0,789,20,51,100,2,0.3,45.4,35.9,52.7,44.9,0,5.9,9113,5805,1965,5823,4242,1450,3000,130,247,749,649,NA,NA,NA,NA,NA,Posey
129,Posey,NORTH POSEY COUNTY SCHOOLS,2001,1662,12453,453,94,186,119,54,7543,6160,171,82,1130,4457,3914,3914,0,1,0,470,72,12225,11064,6848,2689,7345,5199,2051,3290,329,236,226,611,1888,429,462,670,29,525,0,75,100,3.6,0.8,60.6,49.5,35.8,31.4,0,3.8,6657,4120,1618,4419,3128,1234,1980,198,142,136,368,NA,NA,NA,NA,NA,Posey
131,Pulaski,EASTERN PULASKI COM SCHOOL CORP,2001,1539,12114,273,122,0,99,52,6247,5148,47,44,1008,5594,4349,4349,0,156,474,353,262,11556,9379,6147,2088,5888,4231,1479,3014,268,293,248,578,1627,477,485,1692,0,0,0,0,100,2.3,1,51.6,42.5,46.2,35.9,5.2,2.9,6022,3994,1357,3826,2749,961,1958,174,190,161,376,NA,NA,NA,NA,NA,Pulaski
131,Pulaski,WEST CENTRAL SCHOOL CORP,2001,999,9444,1795,89,1555,103,48,4768,3942,19,40,767,2881,2382,2382,0,110,12,248,129,9450,8399,4912,1667,4351,2931,1024,3634,1293,307,212,418,1404,414,487,550,14,7112,0,224,100,19,0.9,50.5,41.7,30.5,25.2,1.3,2.6,8316,4917,1669,4355,2934,1025,3638,1294,307,212,418,NA,NA,NA,NA,NA,Pulaski
133,Putnam,CLOVERDALE COMMUNITY SCHOOLS,2001,1554,13393,504,84,0,206,214,8561,7324,63,138,1036,4328,3582,3582,0,149,0,459,138,12344,10369,6611,2295,5606,4035,1452,4102,553,214,335,756,2244,661,291,1232,452,18102,0,658,100,3.8,0.6,63.9,54.7,32.3,26.7,1.1,3.4,6577,4254,1477,3607,2597,934,2640,356,138,216,486,NA,NA,NA,NA,NA,Putnam
133,Putnam,GREENCASTLE COMM SCH,2001,2009,17750,362,182,0,0,180,8343,6789,94,34,1426,9045,7794,7794,0,353,0,613,285,17016,12875,7711,3174,6825,4548,1935,5233,463,383,375,1044,2968,817,1373,2732,36,373,0,53,100,2,1,47,38.2,51,43.9,2,3.5,6327,3838,1580,3397,2264,963,2605,230,191,187,520,NA,NA,NA,NA,NA,Putnam
133,Putnam,WEST CENTRAL EDUC SERVICE CENTER,2001,0,784,211,2,0,0,209,122,0,0,0,122,451,0,0,0,49,254,42,106,756,737,96,18,406,22,4,331,178,144,4,0,5,0,19,0,0,0,0,0,100,26.9,0.3,15.6,0,57.5,0,38.6,5.4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Putnam
133,Putnam,NORTH PUTNAM COMMUNITY SCHOOLS,2001,1831,15420,1432,87,1144,174,27,8311,6953,89,126,1143,5677,4714,4714,0,227,4,452,280,16234,11836,7399,2757,6572,4625,1788,4477,391,466,220,873,2527,787,1861,2438,99,532,0,23,100,9.3,0.6,53.9,45.1,36.8,30.6,1.5,2.9,6381,4041,1506,3589,2526,977,2445,214,255,120,477,NA,NA,NA,NA,NA,Putnam
133,Putnam,SOUTH PUTNAM COMMUNITY SCHOOLS,2001,1429,12074,291,69,119,72,31,6588,5491,59,164,874,5195,3945,3945,0,184,0,478,588,12489,9378,5475,2238,5029,3408,1418,3882,328,136,374,736,2308,467,890,2221,0,1050,0,75,100,2.4,0.6,54.6,45.5,43,32.7,1.5,4,6535,3831,1566,3519,2385,992,2717,230,95,262,515,NA,NA,NA,NA,NA,Putnam
135,Randolph,MONROE CENTRAL SCH CORP,2001,1070,8644,244,99,103,0,42,5550,4548,21,115,866,2850,2123,2120,0,304,0,365,58,9971,7641,4914,1835,5068,3561,1374,2289,142,114,183,431,1419,284,1969,361,0,2194,1883,335,100,2.8,1.1,64.2,52.6,33,24.6,3.5,4.2,7038,4593,1715,4736,3328,1284,2139,133,107,171,403,NA,NA,NA,NA,NA,Randolph
135,Randolph,UNION SCHOOL CORP,2001,498,4342,156,89,0,45,22,2554,2101,10,36,407,1632,1298,1298,0,38,0,144,152,4451,3693,2294,877,2147,1487,584,1361,107,89,179,272,714,185,300,453,5,94,0,38,100,3.6,2,58.8,48.4,37.6,29.9,0.9,3.3,7325,4606,1761,4311,2986,1173,2733,215,179,359,546,NA,NA,NA,NA,NA,Randolph
135,Randolph,GREATER RANDOLPH INTERLOCAL COOP,2001,0,813,723,0,708,0,15,7,0,0,0,7,83,0,0,0,0,76,6,1,878,215,158,35,197,158,35,18,6,1,0,0,11,0,54,609,0,0,0,0,100,88.9,0,0.9,0,10.2,0,9.3,0.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Randolph
