County,year,fips_county,percent_pov,mhi
Indiana,2000,000,0.08800000000000001,41511
Adams,2000,001,0.09,42190
Allen,2000,003,0.08199999999999999,44365
Bartholomew,2000,005,0.071,46301
Benton,2000,007,0.073,41085
Blackford,2000,009,0.095,36319
Boone,2000,011,0.053,54615
Brown,2000,013,0.079,46154
Carroll,2000,015,0.068,44687
Cass,2000,017,0.085,39512
Clark,2000,019,0.08199999999999999,41039
Clay,2000,021,0.09300000000000001,38197
Clinton,2000,023,0.083,41586
Crawford,2000,025,0.139,33770
Daviess,2000,027,0.124,35218
Dearborn,2000,029,0.063,50547
Decatur,2000,031,0.081,42495
De Kalb,2000,033,0.057,46357
Delaware,2000,035,0.11900000000000001,35791
Dubois,2000,037,0.045,46484
Elkhart,2000,039,0.083,44986
Fayette,2000,041,0.096,39133
Floyd,2000,043,0.08,44789
Fountain,2000,045,0.083,39486
Franklin,2000,047,0.073,45385
Fulton,2000,049,0.087,39280
Gibson,2000,051,0.08,39438
Grant,2000,053,0.11699999999999999,36741
Greene,2000,055,0.1,35155
Hamilton,2000,057,0.031,76478
Hancock,2000,059,0.044000000000000004,57384
Harrison,2000,061,0.07200000000000001,44606
Hendricks,2000,063,0.039,58193
Henry,2000,065,0.086,39726
Howard,2000,067,0.08800000000000001,45800
Huntington,2000,069,0.066,43091
Jackson,2000,071,0.078,40700
Jasper,2000,073,0.069,45118
Jay,2000,075,0.098,36412
Jefferson,2000,077,0.1,38566
Jennings,2000,079,0.086,39514
Johnson,2000,081,0.057,53930
Knox,2000,083,0.139,32454
Kosciusko,2000,085,0.063,45539
Lagrange,2000,087,0.08,44096
Lake,2000,089,0.111,41529
La Porte,2000,091,0.095,40926
Lawrence,2000,093,0.08800000000000001,37743
Madison,2000,095,0.09300000000000001,39690
Marion,2000,097,0.10300000000000001,41304
Marshall,2000,099,0.075,42947
Martin,2000,101,0.102,37656
Miami,2000,103,0.091,39991
Monroe,2000,105,0.111,35453
Montgomery,2000,107,0.084,42027
Morgan,2000,109,0.071,49387
Newton,2000,111,0.08,41611
Noble,2000,113,0.068,43793
Ohio,2000,115,0.067,41973
Orange,2000,117,0.12,32787
Owen,2000,119,0.105,36885
Parke,2000,121,0.114,36360
Perry,2000,123,0.08800000000000001,37549
Pike,2000,125,0.086,36581
Porter,2000,127,0.057,54648
Posey,2000,129,0.069,46852
Pulaski,2000,131,0.095,36898
Putnam,2000,133,0.085,40328
Randolph,2000,135,0.10300000000000001,36257
Ripley,2000,137,0.073,43174
Rush,2000,139,0.081,39568
St. Joseph,2000,141,0.1,40952
Scott,2000,143,0.11599999999999999,35699
Shelby,2000,145,0.07200000000000001,44473
Spencer,2000,147,0.071,43805
Starke,2000,149,0.114,37130
Steuben,2000,151,0.071,44571
Sullivan,2000,153,0.127,33803
Switzerland,2000,155,0.114,36483
Tippecanoe,2000,157,0.1,40097
Tipton,2000,159,0.059000000000000004,49539
Union,2000,161,0.09,37700
Vanderburgh,2000,163,0.106,38691
Vermillion,2000,165,0.091,36703
Vigo,2000,167,0.131,34145
Wabash,2000,169,0.077,41241
Warren,2000,171,0.073,42718
Warrick,2000,173,0.057,51251
Washington,2000,175,0.099,37758
Wayne,2000,177,0.10800000000000001,36157
Wells,2000,179,0.059000000000000004,44747
White,2000,181,0.075,41530
Whitley,2000,183,0.053,47512
Indiana,2001,000,0.09,42073
Adams,2001,001,0.10099999999999999,41445
Allen,2001,003,0.085,43519
Bartholomew,2001,005,0.075,45332
Benton,2001,007,0.077,40618
Blackford,2001,009,0.091,35541
Boone,2001,011,0.052000000000000005,55291
Brown,2001,013,0.079,45617
Carroll,2001,015,0.068,44616
Cass,2001,017,0.09,38554
Clark,2001,019,0.084,40280
Clay,2001,021,0.092,37299
Clinton,2001,023,0.086,40857
Crawford,2001,025,0.131,32855
Daviess,2001,027,0.122,34725
Dearborn,2001,029,0.062,49944
Decatur,2001,031,0.079,41806
De Kalb,2001,033,0.064,45424
Delaware,2001,035,0.12,34937
Dubois,2001,037,0.05,46242
Elkhart,2001,039,0.09,43800
Fayette,2001,041,0.10099999999999999,38064
Floyd,2001,043,0.078,44454
Fountain,2001,045,0.087,38852
Franklin,2001,047,0.071,45792
Fulton,2001,049,0.092,38705
Gibson,2001,051,0.081,38943
Grant,2001,053,0.11800000000000001,35887
Greene,2001,055,0.107,34724
Hamilton,2001,057,0.032,77949
Hancock,2001,059,0.046,57258
Harrison,2001,061,0.075,44069
Hendricks,2001,063,0.04,57918
Henry,2001,065,0.086,39024
Howard,2001,067,0.08800000000000001,44440
Huntington,2001,069,0.069,42435
Jackson,2001,071,0.08199999999999999,40034
Jasper,2001,073,0.069,45017
Jay,2001,075,0.10099999999999999,35388
Jefferson,2001,077,0.099,37750
Jennings,2001,079,0.09,38349
Johnson,2001,081,0.06,53323
Knox,2001,083,0.132,32051
Kosciusko,2001,085,0.07,44987
Lagrange,2001,087,0.09,42743
Lake,2001,089,0.11,40530
La Porte,2001,091,0.098,39908
Lawrence,2001,093,0.091,37183
Madison,2001,095,0.096,38799
Marion,2001,097,0.106,40233
Marshall,2001,099,0.077,41979
Martin,2001,101,0.095,37054
Miami,2001,103,0.098,39019
Monroe,2001,105,0.11599999999999999,34748
Montgomery,2001,107,0.085,41286
Morgan,2001,109,0.07200000000000001,48815
Newton,2001,111,0.083,41068
Noble,2001,113,0.077,42697
Ohio,2001,115,0.07,41921
Orange,2001,117,0.12,32085
Owen,2001,119,0.10400000000000001,36528
Parke,2001,121,0.11599999999999999,35456
Perry,2001,123,0.09300000000000001,36787
Pike,2001,125,0.08800000000000001,35694
Porter,2001,127,0.059000000000000004,54163
Posey,2001,129,0.067,47007
Pulaski,2001,131,0.095,36865
Putnam,2001,133,0.086,40394
Randolph,2001,135,0.10300000000000001,35947
Ripley,2001,137,0.076,41727
Rush,2001,139,0.084,39341
St. Joseph,2001,141,0.10400000000000001,39655
Scott,2001,143,0.113,34693
Shelby,2001,145,0.073,43988
Spencer,2001,147,0.073,43197
Starke,2001,149,0.11599999999999999,36105
Steuben,2001,151,0.066,43346
Sullivan,2001,153,0.126,33016
Switzerland,2001,155,0.114,36116
Tippecanoe,2001,157,0.105,39413
Tipton,2001,159,0.061,48652
Union,2001,161,0.09,37356
Vanderburgh,2001,163,0.106,37725
Vermillion,2001,165,0.091,36230
Vigo,2001,167,0.132,33330
Wabash,2001,169,0.081,40421
Warren,2001,171,0.073,42673
Warrick,2001,173,0.057999999999999996,51066
Washington,2001,175,0.10300000000000001,36700
Wayne,2001,177,0.11,35372
Wells,2001,179,0.064,43693
White,2001,181,0.078,40301
Whitley,2001,183,0.055999999999999994,46701
Indiana,2002,000,0.096,41973
Adams,2002,001,0.10099999999999999,41489
Allen,2002,003,0.094,43077
Bartholomew,2002,005,0.078,45300
Benton,2002,007,0.073,40134
Blackford,2002,009,0.096,35907
Boone,2002,011,0.053,56746
Brown,2002,013,0.077,46134
Carroll,2002,015,0.073,44608
Cass,2002,017,0.094,38446
Clark,2002,019,0.09,40301
Clay,2002,021,0.09699999999999999,37665
Clinton,2002,023,0.086,40785
Crawford,2002,025,0.133,33306
Daviess,2002,027,0.127,34749
Dearborn,2002,029,0.063,51194
Decatur,2002,031,0.08199999999999999,42653
De Kalb,2002,033,0.064,45833
Delaware,2002,035,0.128,34810
Dubois,2002,037,0.05,47638
Elkhart,2002,039,0.094,43982
Fayette,2002,041,0.10300000000000001,38136
Floyd,2002,043,0.084,44452
Fountain,2002,045,0.09,38777
Franklin,2002,047,0.076,46420
Fulton,2002,049,0.099,38900
Gibson,2002,051,0.08199999999999999,40024
Grant,2002,053,0.125,35954
Greene,2002,055,0.11,35391
Hamilton,2002,057,0.035,80818
Hancock,2002,059,0.048,58477
Harrison,2002,061,0.078,44606
Hendricks,2002,063,0.040999999999999995,59917
Henry,2002,065,0.091,39438
Howard,2002,067,0.094,44442
Huntington,2002,069,0.07400000000000001,42277
Jackson,2002,071,0.086,40359
Jasper,2002,073,0.071,45493
Jay,2002,075,0.105,35196
Jefferson,2002,077,0.10099999999999999,38325
Jennings,2002,079,0.095,38406
Johnson,2002,081,0.064,53775
Knox,2002,083,0.13699999999999998,32476
Kosciusko,2002,085,0.073,45428
Lagrange,2002,087,0.086,43389
Lake,2002,089,0.121,40169
La Porte,2002,091,0.10400000000000001,39692
Lawrence,2002,093,0.09300000000000001,37782
Madison,2002,095,0.10300000000000001,38973
Marion,2002,097,0.11699999999999999,40458
Marshall,2002,099,0.079,41853
Martin,2002,101,0.096,37188
Miami,2002,103,0.10300000000000001,39092
Monroe,2002,105,0.12300000000000001,34782
Montgomery,2002,107,0.091,41225
Morgan,2002,109,0.078,49025
Newton,2002,111,0.087,40932
Noble,2002,113,0.079,42934
Ohio,2002,115,0.07,42395
Orange,2002,117,0.126,32145
Owen,2002,119,0.10800000000000001,36887
Parke,2002,121,0.12300000000000001,35258
Perry,2002,123,0.09699999999999999,37284
Pike,2002,125,0.09300000000000001,36071
Porter,2002,127,0.065,53726
Posey,2002,129,0.068,48049
Pulaski,2002,131,0.10300000000000001,36957
Putnam,2002,133,0.09,40933
Randolph,2002,135,0.107,36203
Ripley,2002,137,0.077,42628
Rush,2002,139,0.08800000000000001,39467
St. Joseph,2002,141,0.11199999999999999,39940
